Ref,Type,Date,accCode,accHead,Amount,Comm,traDate,action,brand,department,country
2300104,dl,6/14/2023,60110001,Cogs1,37200,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,2023-6-3 1-48-10, ,0,0,0
2300104,dl,6/14/2023,37000001,Inventory at Cost,-37200,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,2023-6-3 1-48-10, ,0,0,0
2300105,dl,6/15/2023,60110001,Cogs1,38800,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,2023-6-3 1-48-29, ,0,0,0
2300105,dl,6/15/2023,37000001,Inventory at Cost,-38800,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,2023-6-3 1-48-29, ,0,0,0
2300107,dl,7/18/2023,60110001,Cogs1,6600,SVTA Radio Hand Pice 1 to Al Noor Pharmacy,2023-6-3 1-50-8, ,0,0,0
2300107,dl,7/18/2023,37000001,Inventory at Cost,-6600,SVTA Radio Hand Pice 1 to Al Noor Pharmacy,2023-6-3 1-50-8, ,0,0,0
2300108,dl,6/12/2023,60110001,Cogs1,78000,Hydra Fresh,2023-6-3 2-6-42, ,0,0,0
2300108,dl,6/12/2023,37000001,Inventory at Cost,-78000,Hydra Fresh,2023-6-3 2-6-42, ,0,0,0
2300109,dl,6/15/2023,60110001,Cogs1,59000,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,2023-6-3 2-7-12, ,0,0,0
2300109,dl,6/15/2023,37000001,Inventory at Cost,-59000,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,2023-6-3 2-7-12, ,0,0,0
2300110,dl,6/28/2023,60110001,Cogs1,38000,Mickcara & My Ultrasonic to Sahar Pharmacy,2023-6-3 2-7-36, ,0,0,0
2300110,dl,6/28/2023,37000001,Inventory at Cost,-38000,Mickcara & My Ultrasonic to Sahar Pharmacy,2023-6-3 2-7-36, ,0,0,0
2300111,dl,5/23/2023,60110001,Cogs1,27400,"SVTA Radio and Hand Pice 1, 2, 3 , 4, 5 to Ali Bin Ali Medical",2023-6-3 2-8-19, ,0,0,0
2300111,dl,5/23/2023,37000001,Inventory at Cost,-27400,"SVTA Radio and Hand Pice 1, 2, 3 , 4, 5 to Ali Bin Ali Medical",2023-6-3 2-8-19, ,0,0,0
2300112,dl,6/16/2023,60110001,Cogs1,30000,Hydra-new and Jumia to Al Samnan Clinic,2023-6-3 2-8-47, ,0,0,0
2300112,dl,6/16/2023,37000001,Inventory at Cost,-30000,Hydra-new and Jumia to Al Samnan Clinic,2023-6-3 2-8-47, ,0,0,0
2300113,dl,6/6/2023,60110001,Cogs1,29000,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-6-3 2-11-26, ,0,0,0
2300113,dl,6/6/2023,37000001,Inventory at Cost,-29000,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-6-3 2-11-26, ,0,0,0
2300114,dl,7/10/2023,60110001,Cogs1,4500,DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-6-3 2-11-51, ,0,0,0
2300114,dl,7/10/2023,37000001,Inventory at Cost,-4500,DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-6-3 2-11-51, ,0,0,0
2300115,dl,6/15/2023,60110001,Cogs1,25850,Microneedling RF & HandPiece to Spaces Spa Center,2023-6-3 2-12-16, ,0,0,0
2300115,dl,6/15/2023,37000001,Inventory at Cost,-25850,Microneedling RF & HandPiece to Spaces Spa Center,2023-6-3 2-12-16, ,0,0,0
2300116,dl,6/28/2023,60110001,Cogs1,58500,RF Fractional CO2 Laser to Delta Pharmacy,2023-6-3 2-12-42, ,0,0,0
2300116,dl,6/28/2023,37000001,Inventory at Cost,-58500,RF Fractional CO2 Laser to Delta Pharmacy,2023-6-3 2-12-42, ,0,0,0
2300117,dl,6/15/2023,60110001,Cogs1,6500,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,2023-6-3 2-13-0, ,0,0,0
2300117,dl,6/15/2023,37000001,Inventory at Cost,-6500,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,2023-6-3 2-13-0, ,0,0,0
2300118,dl,7/1/2023,60110001,Cogs1,59000,VCA Laser to VCA Leaser Hand Piece to German Clinic FZ LLC,2023-6-3 2-13-39, ,0,0,0
2300118,dl,7/1/2023,37000001,Inventory at Cost,-59000,VCA Laser to VCA Leaser Hand Piece to German Clinic FZ LLC,2023-6-3 2-13-39, ,0,0,0
2300119,dl,7/10/2023,60110001,Cogs1,7100,SVTA Radio Hand Pice 4 & 5,2023-6-3 2-14-50, ,0,0,0
2300119,dl,7/10/2023,37000001,Inventory at Cost,-7100,SVTA Radio Hand Pice 4 & 5,2023-6-3 2-14-50, ,0,0,0
2300120,dl,7/14/2023,60110001,Cogs1,49500,Caviation Laser & Crio Lipo to German Clinic FZ LLC,2023-6-3 2-15-9, ,0,0,0
2300120,dl,7/14/2023,37000001,Inventory at Cost,-49500,Caviation Laser & Crio Lipo to German Clinic FZ LLC,2023-6-3 2-15-9, ,0,0,0
2300121,dl,6/2/2023,60110001,Cogs1,102000,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,2023-6-3 2-15-51, ,0,0,0
2300121,dl,6/2/2023,37000001,Inventory at Cost,-102000,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,2023-6-3 2-15-51, ,0,0,0
2300122,dl,6/14/2023,60110001,Cogs1,1500,DeodLeaser Hand Piece to Faith Pharmacy,2023-6-3 2-21-55, ,0,0,0
2300122,dl,6/14/2023,37000001,Inventory at Cost,-1500,DeodLeaser Hand Piece to Faith Pharmacy,2023-6-3 2-21-55, ,0,0,0
2300123,dl,7/11/2023,60110001,Cogs1,48325,Microneedling RF & Microneedling RF - HandPiece to Al Burg Clinic,2023-6-3 2-22-12, ,0,0,0
2300123,dl,7/11/2023,37000001,Inventory at Cost,-48325,Microneedling RF & Microneedling RF - HandPiece to Al Burg Clinic,2023-6-3 2-22-12, ,0,0,0
2300124,dl,6/28/2023,60110001,Cogs1,25000,DeodLeaser & DeodLeaser Hand Piece to Flora Beauty Spa,2023-6-3 2-22-41, ,0,0,0
2300124,dl,6/28/2023,37000001,Inventory at Cost,-25000,DeodLeaser & DeodLeaser Hand Piece to Flora Beauty Spa,2023-6-3 2-22-41, ,0,0,0
2300125,dl,6/27/2023,60110001,Cogs1,7400,SVTA Radio Hand Pice 7 & 8 to Faith Pharmacy,2023-6-3 2-23-11, ,0,0,0
2300125,dl,6/27/2023,37000001,Inventory at Cost,-7400,SVTA Radio Hand Pice 7 & 8 to Faith Pharmacy,2023-6-3 2-23-11, ,0,0,0
2300126,dl,7/19/2023,60110001,Cogs1,69500,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,2023-6-3 2-23-41, ,0,0,0
2300126,dl,7/19/2023,37000001,Inventory at Cost,-69500,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,2023-6-3 2-23-41, ,0,0,0
2300127,dl,7/1/2023,60110001,Cogs1,50800,SVTA Radio and hand piece to  Gulf Beauty Salon - Abu Dhabi,2023-6-3 2-24-13, ,0,0,0
2300127,dl,7/1/2023,37000001,Inventory at Cost,-50800,SVTA Radio and hand piece to  Gulf Beauty Salon - Abu Dhabi,2023-6-3 2-24-13, ,0,0,0
2300128,dl,6/30/2023,60110001,Cogs1,13000,My Ultrasonic & SPA Slim to Gulf Beauty Salon - Abu Dhabi,2023-6-3 2-34-26, ,0,0,0
2300128,dl,6/30/2023,37000001,Inventory at Cost,-13000,My Ultrasonic & SPA Slim to Gulf Beauty Salon - Abu Dhabi,2023-6-3 2-34-26, ,0,0,0
2300129,dl,8/9/2023,60110001,Cogs1,25600,Al Wasit Street Samnan Sharjah United Arab Emirates,2023-6-3 2-34-48, ,0,0,0
2300129,dl,8/9/2023,37000001,Inventory at Cost,-25600,Al Wasit Street Samnan Sharjah United Arab Emirates,2023-6-3 2-34-48, ,0,0,0
2300130,dl,7/26/2023,60110001,Cogs1,10500,Mina,2023-6-3 2-35-2, ,0,0,0
2300130,dl,7/26/2023,37000001,Inventory at Cost,-10500,Mina,2023-6-3 2-35-2, ,0,0,0
2300131,dl,7/21/2023,60110001,Cogs1,47000,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,2023-6-3 2-35-26, ,0,0,0
2300131,dl,7/21/2023,37000001,Inventory at Cost,-47000,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,2023-6-3 2-35-26, ,0,0,0
2300132,dl,7/20/2023,60110001,Cogs1,25850,Buheira Corniche - Sharjah United Arab Emirates,2023-6-3 2-35-45, ,0,0,0
2300132,dl,7/20/2023,37000001,Inventory at Cost,-25850,Buheira Corniche - Sharjah United Arab Emirates,2023-6-3 2-35-45, ,0,0,0
2300133,dl,6/14/2023,60110001,Cogs1,15000,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,2023-6-3 2-36-6, ,0,0,0
2300133,dl,6/14/2023,37000001,Inventory at Cost,-15000,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,2023-6-3 2-36-6, ,0,0,0
2300134,dl,7/11/2023,60110001,Cogs1,46000,Jumia and Konmision to Al Jameya Pharmacy,2023-6-3 2-36-31, ,0,0,0
2300134,dl,7/11/2023,37000001,Inventory at Cost,-46000,Jumia and Konmision to Al Jameya Pharmacy,2023-6-3 2-36-31, ,0,0,0
2300135,dl,6/27/2023,60110001,Cogs1,42700,Portable Diode Laser Hair Removal Equipment to Al Noor Pharmacy,2023-6-3 2-37-38, ,0,0,0
2300135,dl,6/27/2023,37000001,Inventory at Cost,-42700,Portable Diode Laser Hair Removal Equipment to Al Noor Pharmacy,2023-6-3 2-37-38, ,0,0,0
2300136,dl,7/16/2023,60110001,Cogs1,9600,SPA Slim & SVTA Radio Hand Pice 1 to Women's Medical Center (Dr. Ameena),2023-6-3 2-37-59, ,0,0,0
2300136,dl,7/16/2023,37000001,Inventory at Cost,-9600,SPA Slim & SVTA Radio Hand Pice 1 to Women's Medical Center (Dr. Ameena),2023-6-3 2-37-59, ,0,0,0
2300137,dl,7/13/2023,60110001,Cogs1,90000,VCA Laser & VCA Leaser Hand Piece to Health &amp; Aesthetic Medical Center,2023-6-3 2-38-23, ,0,0,0
2300137,dl,7/13/2023,37000001,Inventory at Cost,-90000,VCA Laser & VCA Leaser Hand Piece to Health &amp; Aesthetic Medical Center,2023-6-3 2-38-23, ,0,0,0
2300138,dl,7/18/2023,60110001,Cogs1,5400,SVTA Radio Hand Pice 3 & 4 to Women's Medical Center (Dr. Ameena),2023-6-3 2-39-3, ,0,0,0
2300138,dl,7/18/2023,37000001,Inventory at Cost,-5400,SVTA Radio Hand Pice 3 & 4 to Women's Medical Center (Dr. Ameena),2023-6-3 2-39-3, ,0,0,0
2300139,dl,7/19/2023,60110001,Cogs1,95000,Hydra Fresh & Hydra-new & Jumia to Spaces Spa Center,2023-6-3 2-39-58, ,0,0,0
2300139,dl,7/19/2023,37000001,Inventory at Cost,-95000,Hydra Fresh & Hydra-new & Jumia to Spaces Spa Center,2023-6-3 2-39-58, ,0,0,0
2300140,dl,8/12/2023,60110001,Cogs1,7000,My Ultrasonic to Al Samnan Clinic,2023-6-3 2-41-39, ,0,0,0
2300140,dl,8/12/2023,37000001,Inventory at Cost,-7000,My Ultrasonic to Al Samnan Clinic,2023-6-3 2-41-39, ,0,0,0
2300141,dl,7/21/2023,60110001,Cogs1,59000,VCA Laser & VCA Leaser Hand Piece to Sahar Pharmacy,2023-6-3 2-42-16, ,0,0,0
2300141,dl,7/21/2023,37000001,Inventory at Cost,-59000,VCA Laser & VCA Leaser Hand Piece to Sahar Pharmacy,2023-6-3 2-42-16, ,0,0,0
2300142,dl,7/25/2023,60110001,Cogs1,45475,Union Cooperative Society  Ghusais,2023-6-3 2-42-58, ,0,0,0
2300142,dl,7/25/2023,37000001,Inventory at Cost,-45475,Union Cooperative Society  Ghusais,2023-6-3 2-42-58, ,0,0,0
2300143,dl,7/20/2023,60110001,Cogs1,28700,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,2023-6-3 2-43-24, ,0,0,0
2300143,dl,7/20/2023,37000001,Inventory at Cost,-28700,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,2023-6-3 2-43-24, ,0,0,0
2300144,dl,8/15/2023,60110001,Cogs1,11500,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,2023-6-3 2-43-51, ,0,0,0
2300144,dl,8/15/2023,37000001,Inventory at Cost,-11500,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,2023-6-3 2-43-51, ,0,0,0
2300145,dl,8/16/2023,60110001,Cogs1,29225,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,2023-6-3 2-44-8, ,0,0,0
2300145,dl,8/16/2023,37000001,Inventory at Cost,-29225,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,2023-6-3 2-44-8, ,0,0,0
2300146,dl,8/2/2023,60110001,Cogs1,9600,Al Wasit Street Al Shaba Sharjah United Arab Emirates,2023-6-3 2-45-3, ,0,0,0
2300146,dl,8/2/2023,37000001,Inventory at Cost,-9600,Al Wasit Street Al Shaba Sharjah United Arab Emirates,2023-6-3 2-45-3, ,0,0,0
2300147,dl,8/14/2023,60110001,Cogs1,42000,Umm Ramool Rashidiya Dubai United Arab Emirates,2023-6-3 2-45-24, ,0,0,0
2300147,dl,8/14/2023,37000001,Inventory at Cost,-42000,Umm Ramool Rashidiya Dubai United Arab Emirates,2023-6-3 2-45-24, ,0,0,0
2300148,dl,8/14/2023,60110001,Cogs1,8200,Sharjah United Arab Emirates,2023-6-3 2-45-59, ,0,0,0
2300148,dl,8/14/2023,37000001,Inventory at Cost,-8200,Sharjah United Arab Emirates,2023-6-3 2-45-59, ,0,0,0
2300149,dl,7/29/2023,60110001,Cogs1,46000,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,2023-6-3 2-46-18, ,0,0,0
2300149,dl,7/29/2023,37000001,Inventory at Cost,-46000,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,2023-6-3 2-46-18, ,0,0,0
2300150,dl,9/14/2023,60110001,Cogs1,46000,Fujairah United Arab Emirates,2023-6-3 2-46-50, ,0,0,0
2300150,dl,9/14/2023,37000001,Inventory at Cost,-46000,Fujairah United Arab Emirates,2023-6-3 2-46-50, ,0,0,0
2300151,dl,8/5/2023,60110001,Cogs1,33500,Sharjah United Arab Emirates,2023-6-3 2-47-5, ,0,0,0
2300151,dl,8/5/2023,37000001,Inventory at Cost,-33500,Sharjah United Arab Emirates,2023-6-3 2-47-5, ,0,0,0
2300152,dl,8/16/2023,60110001,Cogs1,17500,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,2023-6-3 2-47-42, ,0,0,0
2300152,dl,8/16/2023,37000001,Inventory at Cost,-17500,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,2023-6-3 2-47-42, ,0,0,0
2300153,dl,8/28/2023,60110001,Cogs1,38200,Jumeirah 1 Beach Road Dubai United Arab Emirates,2023-6-3 2-47-58, ,0,0,0
2300153,dl,8/28/2023,37000001,Inventory at Cost,-38200,Jumeirah 1 Beach Road Dubai United Arab Emirates,2023-6-3 2-47-58, ,0,0,0
2300154,dl,9/14/2023,60110001,Cogs1,11100,Al Hamrain Center Dubai United Arab Emirates,2023-6-3 2-48-45, ,0,0,0
2300154,dl,9/14/2023,37000001,Inventory at Cost,-11100,Al Hamrain Center Dubai United Arab Emirates,2023-6-3 2-48-45, ,0,0,0
2300155,dl,8/22/2023,60110001,Cogs1,28000,P.O. 2951 Abu Dhabi - United Arab Emirates,2023-6-3 2-49-3, ,0,0,0
2300155,dl,8/22/2023,37000001,Inventory at Cost,-28000,P.O. 2951 Abu Dhabi - United Arab Emirates,2023-6-3 2-49-3, ,0,0,0
2300156,dl,9/12/2023,60110001,Cogs1,9400,Business Central Tower Media City Dubai United Arab Emriates,2023-6-3 2-49-29, ,0,0,0
2300156,dl,9/12/2023,37000001,Inventory at Cost,-9400,Business Central Tower Media City Dubai United Arab Emriates,2023-6-3 2-49-29, ,0,0,0
2300157,dl,9/9/2023,60110001,Cogs1,90000,Corniche Road Abudhabi,2023-6-3 2-49-50, ,0,0,0
2300157,dl,9/9/2023,37000001,Inventory at Cost,-90000,Corniche Road Abudhabi,2023-6-3 2-49-50, ,0,0,0
2300158,dl,8/29/2023,60110001,Cogs1,45000,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,2023-6-3 2-50-34, ,0,0,0
2300158,dl,8/29/2023,37000001,Inventory at Cost,-45000,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,2023-6-3 2-50-34, ,0,0,0
2300159,dl,9/8/2023,60110001,Cogs1,95000,FujirahkhorfkanCornish area,2023-6-3 2-51-7, ,0,0,0
2300159,dl,9/8/2023,37000001,Inventory at Cost,-95000,FujirahkhorfkanCornish area,2023-6-3 2-51-7, ,0,0,0
2300160,dl,9/11/2023,60110001,Cogs1,7500,Dubai,2023-6-3 2-51-24, ,0,0,0
2300160,dl,9/11/2023,37000001,Inventory at Cost,-7500,Dubai,2023-6-3 2-51-24, ,0,0,0
2300161,dl,9/14/2023,60110001,Cogs1,18000,Al Soor Area opposite King Faisal Area Mosque Sharjah United Arab E,2023-6-3 2-52-17, ,0,0,0
2300161,dl,9/14/2023,37000001,Inventory at Cost,-18000,Al Soor Area opposite King Faisal Area Mosque Sharjah United Arab E,2023-6-3 2-52-17, ,0,0,0
2300162,dl,8/28/2023,60110001,Cogs1,59000,Dr. Abeer Sawwaf Abudhabi,2023-6-3 2-54-36, ,0,0,0
2300162,dl,8/28/2023,37000001,Inventory at Cost,-59000,Dr. Abeer Sawwaf Abudhabi,2023-6-3 2-54-36, ,0,0,0
2300163,dl,9/11/2023,60110001,Cogs1,14000,American European Medical Center-Abudhabi,2023-6-3 3-4-18, ,0,0,0
2300163,dl,9/11/2023,37000001,Inventory at Cost,-14000,American European Medical Center-Abudhabi,2023-6-3 3-4-18, ,0,0,0
2300164,dl,9/12/2023,60110001,Cogs1,53500,Zayed Sports City Airportroad Abudhabi,2023-6-3 3-5-26, ,0,0,0
2300164,dl,9/12/2023,37000001,Inventory at Cost,-53500,Zayed Sports City Airportroad Abudhabi,2023-6-3 3-5-26, ,0,0,0
2300165,dl,9/11/2023,60110001,Cogs1,59000,Nahda 2 Dubai United Arab Emirates,2023-6-3 3-5-58, ,0,0,0
2300165,dl,9/11/2023,37000001,Inventory at Cost,-59000,Nahda 2 Dubai United Arab Emirates,2023-6-3 3-5-58, ,0,0,0
2300166,dl,8/30/2023,60110001,Cogs1,26500,"Al walid Khalid Bin Khadim Bldg,",2023-6-3 3-6-19, ,0,0,0
2300166,dl,8/30/2023,37000001,Inventory at Cost,-26500,"Al walid Khalid Bin Khadim Bldg,",2023-6-3 3-6-19, ,0,0,0
2300167,dl,9/13/2023,60110001,Cogs1,22475,23 North Wing BurJuman Centre Sheik Khalifa Bin,2023-6-3 3-7-16, ,0,0,0
2300167,dl,9/13/2023,37000001,Inventory at Cost,-22475,23 North Wing BurJuman Centre Sheik Khalifa Bin,2023-6-3 3-7-16, ,0,0,0
2300168,dl,8/29/2023,60110001,Cogs1,58500,"Al Qusais road,",2023-6-3 3-7-50, ,0,0,0
2300168,dl,8/29/2023,37000001,Inventory at Cost,-58500,"Al Qusais road,",2023-6-3 3-7-50, ,0,0,0
2300169,dl,9/12/2023,60110001,Cogs1,7100,"khalidiya street,",2023-6-3 3-8-13, ,0,0,0
2300169,dl,9/12/2023,37000001,Inventory at Cost,-7100,"khalidiya street,",2023-6-3 3-8-13, ,0,0,0
2300170,dl,8/29/2023,60110001,Cogs1,54100,"Villa No 15, Al Karamah Street",2023-6-3 3-9-1, ,0,0,0
2300170,dl,8/29/2023,37000001,Inventory at Cost,-54100,"Villa No 15, Al Karamah Street",2023-6-3 3-9-1, ,0,0,0
2300171,dl,8/1/2023,60110001,Cogs1,19000,"Villa 813, Jumeirah Beach Road,",2023-6-3 3-9-30, ,0,0,0
2300171,dl,8/1/2023,37000001,Inventory at Cost,-19000,"Villa 813, Jumeirah Beach Road,",2023-6-3 3-9-30, ,0,0,0
2300172,dl,9/15/2023,60110001,Cogs1,60325,Microneedling RF and RF Fractional Laser to Al Jameya Pharmacy,2023-6-3 3-10-11, ,0,0,0
2300172,dl,9/15/2023,37000001,Inventory at Cost,-60325,Microneedling RF and RF Fractional Laser to Al Jameya Pharmacy,2023-6-3 3-10-11, ,0,0,0
2300173,dl,9/26/2023,60110001,Cogs1,12000,RF Fractional CO2 Laser Handpiece and Accessories to Sahar Pharmacy,2023-6-3 3-11-17, ,0,0,0
2300173,dl,9/26/2023,37000001,Inventory at Cost,-12000,RF Fractional CO2 Laser Handpiece and Accessories to Sahar Pharmacy,2023-6-3 3-11-17, ,0,0,0
2300174,dl,8/9/2023,60110001,Cogs1,85000,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,2023-6-3 3-12-8, ,0,0,0
2300174,dl,8/9/2023,37000001,Inventory at Cost,-85000,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,2023-6-3 3-12-8, ,0,0,0
2300175,dl,9/20/2023,60110001,Cogs1,54000,Deod Leaserto Al Jameya Pharmacy,2023-6-3 3-13-34, ,0,0,0
2300175,dl,9/20/2023,37000001,Inventory at Cost,-54000,Deod Leaserto Al Jameya Pharmacy,2023-6-3 3-13-34, ,0,0,0
2300176,dl,9/16/2023,60110001,Cogs1,69500,RF Fractional CO2 Laser and Handpiece to Al Noor Pharmacy,2023-6-3 3-15-2, ,0,0,0
2300176,dl,9/16/2023,37000001,Inventory at Cost,-69500,RF Fractional CO2 Laser and Handpiece to Al Noor Pharmacy,2023-6-3 3-15-2, ,0,0,0
2300177,dl,8/21/2023,60110001,Cogs1,12900,Doha Qatar,2023-6-3 3-15-22, ,0,0,0
2300177,dl,8/21/2023,37000001,Inventory at Cost,-12900,Doha Qatar,2023-6-3 3-15-22, ,0,0,0
2300178,dl,7/24/2023,60110001,Cogs1,17000,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,2023-6-3 3-16-32, ,0,0,0
2300178,dl,7/24/2023,37000001,Inventory at Cost,-17000,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,2023-6-3 3-16-32, ,0,0,0
2300179,dl,8/22/2023,60110001,Cogs1,22800,Oasis Center Dubai United Arab Emirates,2023-6-3 3-18-4, ,0,0,0
2300179,dl,8/22/2023,37000001,Inventory at Cost,-22800,Oasis Center Dubai United Arab Emirates,2023-6-3 3-18-4, ,0,0,0
2300180,dl,8/1/2023,60110001,Cogs1,104000,26th street Abu Dhabi United Arab Emirates,2023-6-3 3-19-52, ,0,0,0
2300180,dl,8/1/2023,37000001,Inventory at Cost,-104000,26th street Abu Dhabi United Arab Emirates,2023-6-3 3-19-52, ,0,0,0
2300181,dl,10/12/2023,60110001,Cogs1,32600,Microneedling RF & HandPiece to Spaces Spa Center,2023-6-3 3-20-23, ,0,0,0
2300181,dl,10/12/2023,37000001,Inventory at Cost,-32600,Microneedling RF & HandPiece to Spaces Spa Center,2023-6-3 3-20-23, ,0,0,0
2300182,dl,10/1/2023,60110001,Cogs1,55000,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-6-3 3-21-0, ,0,0,0
2300182,dl,10/1/2023,37000001,Inventory at Cost,-55000,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,2023-6-3 3-21-0, ,0,0,0
2300183,dl,9/22/2023,60110001,Cogs1,26000,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,2023-6-3 3-21-24, ,0,0,0
2300183,dl,9/22/2023,37000001,Inventory at Cost,-26000,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,2023-6-3 3-21-24, ,0,0,0
2300184,dl,8/14/2023,60110001,Cogs1,6700,"LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.",2023-6-3 3-21-55, ,0,0,0
2300184,dl,8/14/2023,37000001,Inventory at Cost,-6700,"LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.",2023-6-3 3-21-55, ,0,0,0
2300185,dl,9/25/2023,60110001,Cogs1,4200,SVTA Radio Hand Pice 1 to Spaces Spa Center,2023-6-3 3-22-17, ,0,0,0
2300185,dl,9/25/2023,37000001,Inventory at Cost,-4200,SVTA Radio Hand Pice 1 to Spaces Spa Center,2023-6-3 3-22-17, ,0,0,0
2300186,dl,10/16/2023,60110001,Cogs1,17000,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,2023-6-3 3-23-4, ,0,0,0
2300186,dl,10/16/2023,37000001,Inventory at Cost,-17000,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,2023-6-3 3-23-4, ,0,0,0
2300187,dl,10/5/2023,60110001,Cogs1,43400,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,2023-6-3 3-23-49, ,0,0,0
2300187,dl,10/5/2023,37000001,Inventory at Cost,-43400,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,2023-6-3 3-23-49, ,0,0,0
2300188,dl,10/16/2023,60110001,Cogs1,20400,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,2023-6-3 3-24-6, ,0,0,0
2300188,dl,10/16/2023,37000001,Inventory at Cost,-20400,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,2023-6-3 3-24-6, ,0,0,0
2300189,dl,10/7/2023,60110001,Cogs1,17500,Caviation Laser to Flora Beauty Spa,2023-6-3 3-24-37, ,0,0,0
2300189,dl,10/7/2023,37000001,Inventory at Cost,-17500,Caviation Laser to Flora Beauty Spa,2023-6-3 3-24-37, ,0,0,0
2300190,dl,10/7/2023,60110001,Cogs1,59000,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,2023-6-3 3-26-11, ,0,0,0
2300190,dl,10/7/2023,37000001,Inventory at Cost,-59000,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,2023-6-3 3-26-11, ,0,0,0
2300191,dl,10/9/2023,60110001,Cogs1,92000,Hydra Fresh,2023-6-3 3-26-27, ,0,0,0
2300191,dl,10/9/2023,37000001,Inventory at Cost,-92000,Hydra Fresh,2023-6-3 3-26-27, ,0,0,0
2300192,dl,10/10/2023,60110001,Cogs1,4500,DeodLeaser Hand Piece to Faith Pharmacy,2023-6-3 3-27-50, ,0,0,0
2300192,dl,10/10/2023,37000001,Inventory at Cost,-4500,DeodLeaser Hand Piece to Faith Pharmacy,2023-6-3 3-27-50, ,0,0,0
2300193,dl,10/11/2023,60110001,Cogs1,6500,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,2023-6-3 3-28-14, ,0,0,0
2300193,dl,10/11/2023,37000001,Inventory at Cost,-6500,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,2023-6-3 3-28-14, ,0,0,0
2300194,dl,9/26/2023,60110001,Cogs1,46000,SVTA Radio & VCA Laser to Flora Beauty Spa,2023-6-3 3-29-6, ,0,0,0
2300194,dl,9/26/2023,37000001,Inventory at Cost,-46000,SVTA Radio & VCA Laser to Flora Beauty Spa,2023-6-3 3-29-6, ,0,0,0
2300195,dl,9/29/2023,60110001,Cogs1,106000,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,2023-6-3 3-30-0, ,0,0,0
