id,siRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action,unique,siDat,cusCode,cusName,spCode,spCName,dlRef,Sales,wac,supplier
2300096,2300096,2,10001001,Microneedling RF - HandPiece,2,4725,650,9240.0,440.0,2023-6-3 12-53-0,,2300095 10001001,2023-05-20,22310093.0,Women's Medical Center (Dr. Ameena),370.0,Ariel Abapo Naciogoyo,2300095,8800.0,6803.703704,Adss Laser Co
2300097,2300097,1,10018003,SVTA Radio Hand Pice 3,1,1960,1880,84.0,4.0,2023-6-3 12-53-14,,2300098 10018003,2023-06-11,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300098,80.0,94.11764706,SPA and Co LLC
2300097,2300097,2,10018004,SVTA Radio Hand Pice 4,2,1820,320,3486.0,166.0,2023-6-3 12-53-14,,2300098 10018004,2023-06-11,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300098,3320.0,3905.882353,SPA and Co LLC
2300098,2300098,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950.0,3950.0,2023-6-3 13-1-58,,2300099 10004000,2023-05-19,22310055.0,Al Noor Pharmacy,366.0,Franco Viola Parota,2300099,79000.0,58347.50266,Skin for Life LLC
2300098,2300098,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855.0,755.0,2023-6-3 13-1-58,,2300099 10004001,2023-05-19,22310055.0,Al Noor Pharmacy,366.0,Franco Viola Parota,2300099,15100.0,11152.49734,Skin for Life LLC
2300099,2300099,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6804.0,324.0,2023-6-3 13-2-22,,2300100 10018005,2023-06-10,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300100,6480.0,5932.394366,SPA and Co LLC
2300099,2300099,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,651.0,31.0,2023-6-3 13-2-22,,2300100 10018006,2023-06-10,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300100,620.0,567.6056338,SPA and Co LLC
2300100,2300100,1,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 13-2-37,,2300101 10018004,2023-06-08,22310093.0,Women's Medical Center (Dr. Ameena),417.0,Jaime  Endaya,2300101,3420.0,2650.184502,SPA and Co LLC
2300100,2300100,2,10018005,SVTA Radio Hand Pice 5,1,2240,240,2100.0,100.0,2023-6-3 13-2-37,,2300101 10018005,2023-06-08,22310093.0,Women's Medical Center (Dr. Ameena),417.0,Jaime  Endaya,2300101,2000.0,1549.815498,SPA and Co LLC
2300101,2300101,1,10007000,Crio Lipo,1,36400,3400,34650.0,1650.0,2023-6-3 13-2-53,,2300097 10007000,2023-06-10,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300097,33000.0,26657.38162,Crio and Co LLC
2300101,2300101,2,10008001,DeodLeaser Hand Piece,2,2100,1300,3045.0,145.0,2023-6-3 13-2-53,,2300097 10008001,2023-06-10,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300097,2900.0,2342.618384,Deod and Co LLC
2300102,2300102,1,10008001,DeodLeaser Hand Piece,3,2100,300,6300.0,300.0,2023-6-3 13-3-5,,2300103 10008001,2023-06-21,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300103,6000.0,5166.666667,Deod and Co LLC
2300102,2300102,2,10008000,DeodLeaser,1,15400,3400,12600.0,600.0,2023-6-3 13-3-5,,2300103 10008000,2023-06-21,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300103,12000.0,10333.33333,Deod and Co LLC
2300103,2300103,1,10018000,SVTA Radio,1,25200,4400,21840.0,1040.0,2023-6-3 13-3-19,,2300102 10018000,2023-05-30,22310269.0,Flora Beauty Spa,366.0,Franco Viola Parota,2300102,20800.0,15566.34304,SPA and Co LLC
2300103,2300103,2,10019000,VCA Laser,2,39200,320,81984.0,3904.0,2023-6-3 13-3-19,,2300102 10019000,2023-05-30,22310269.0,Flora Beauty Spa,366.0,Franco Viola Parota,2300102,78080.0,58433.65696,VCA and Co LLC
2300104,2300104,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 13-3-38,,2300107 10018001,2023-07-19,22310055.0,Al Noor Pharmacy,365.0,Allen Joseph Anora,2300107,4680.0,3600.0,SPA and Co LLC
2300104,2300104,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,4095.0,195.0,2023-6-3 13-3-38,,2300107 10018002,2023-07-19,22310055.0,Al Noor Pharmacy,365.0,Allen Joseph Anora,2300107,3900.0,3000.0,SPA and Co LLC
2300105,2300105,1,10018001,SVTA Radio Hand Pice 1,1,1680,280,1470.0,70.0,2023-6-3 13-3-52,,2300104 10018001,2023-06-15,22310102.0,Health &amp; Aesthetic Medical Center,417.0,Jaime  Endaya,2300104,1400.0,1071.604938,SPA and Co LLC
2300105,2300105,2,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 13-3-52,,2300104 10018000,2023-06-15,22310102.0,Health &amp; Aesthetic Medical Center,417.0,Jaime  Endaya,2300104,47200.0,36128.39506,SPA and Co LLC
2300106,2300106,1,10018007,SVTA Radio Hand Pice 7,1,2520,500,2121.0,101.0,2023-6-3 13-4-7,,2300105 10018007,2023-06-16,22310097.0,Sahar Pharmacy,365.0,Allen Joseph Anora,2300105,2020.0,1549.23898,SPA and Co LLC
2300106,2300106,2,10018008,SVTA Radio Hand Pice 8,1,1400,30,1438.5,68.5,2023-6-3 13-4-7,,2300105 10018008,2023-06-16,22310097.0,Sahar Pharmacy,365.0,Allen Joseph Anora,2300105,1370.0,1050.721486,SPA and Co LLC
2300106,2300106,3,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 13-4-7,,2300105 10018000,2023-06-16,22310097.0,Sahar Pharmacy,365.0,Allen Joseph Anora,2300105,47200.0,36200.03953,SPA and Co LLC
2300107,2300107,1,10011000,Hydra Fresh,1,74200,14200,63000.0,3000.0,2023-6-3 13-4-25,,2300108 10011000,2023-06-13,22310439.0,NAS Medical,370.0,Ariel Abapo Naciogoyo,2300108,60000.0,53061.22449,Hydra and Co LLC
2300107,2300107,2,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 13-4-25,,2300108 10013000,2023-06-13,22310439.0,NAS Medical,370.0,Ariel Abapo Naciogoyo,2300108,20000.0,17687.07483,Jumia and Co LLC
2300107,2300107,3,10016000,My Ultrasonic,1,9800,1600,8610.0,410.0,2023-6-3 13-4-25,,2300108 10016000,2023-06-13,22310439.0,NAS Medical,370.0,Ariel Abapo Naciogoyo,2300108,8200.0,7251.70068,Ultrasonic and Co LLC
2300108,2300108,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-4-40,,2300109 10019000,2023-06-16,22310207.0,Delta Pharmacy,981.0,Raj Kumar Giri,2300109,36000.0,29500.0,VCA and Co LLC
2300108,2300108,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-4-40,,2300109 10019001,2023-06-16,22310207.0,Delta Pharmacy,981.0,Raj Kumar Giri,2300109,36000.0,29500.0,VCA and Co LLC
2300109,2300109,1,10015000,Mickcara,1,43400,4400,40950.0,1950.0,2023-6-3 13-6-6,,2300110 10015000,2023-06-29,22310097.0,Sahar Pharmacy,415.0,Tampos Antonio Magalona,2300110,39000.0,32787.61062,Mickcara and Co LLC
2300109,2300109,2,10016000,My Ultrasonic,1,9800,3600,6510.0,310.0,2023-6-3 13-6-6,,2300110 10016000,2023-06-29,22310097.0,Sahar Pharmacy,415.0,Tampos Antonio Magalona,2300110,6200.0,5212.389381,Ultrasonic and Co LLC
2300110,2300110,1,10018000,SVTA Radio,1,25200,500,25935.0,1235.0,2023-6-3 13-6-20,,2300111 10018000,2023-05-24,22310131.0,Ali Bin Ali Medical,1008.0,Jalil Khadim Hussain,2300111,24700.0,18256.81144,SPA and Co LLC
2300110,2300110,2,10018001,SVTA Radio Hand Pice 1,2,1680,180,3339.0,159.0,2023-6-3 13-6-20,,2300111 10018001,2023-05-24,22310131.0,Ali Bin Ali Medical,1008.0,Jalil Khadim Hussain,2300111,3180.0,2350.47208,SPA and Co LLC
2300110,2300110,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4200.0,200.0,2023-6-3 13-6-20,,2300111 10018002,2023-05-24,22310131.0,Ali Bin Ali Medical,1008.0,Jalil Khadim Hussain,2300111,4000.0,2956.568654,SPA and Co LLC
2300110,2300110,4,10018003,SVTA Radio Hand Pice 3,1,1960,190,1858.5,88.5,2023-6-3 13-6-20,,2300111 10018003,2023-05-24,22310131.0,Ali Bin Ali Medical,1008.0,Jalil Khadim Hussain,2300111,1770.0,1308.281629,SPA and Co LLC
2300110,2300110,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 13-6-20,,2300111 10018004,2023-05-24,22310131.0,Ali Bin Ali Medical,1008.0,Jalil Khadim Hussain,2300111,3420.0,2527.866199,SPA and Co LLC
2300111,2300111,1,10012000,Hydra-new,1,16800,280,17346.0,826.0,2023-6-3 13-6-44,,2300112 10012000,2023-06-17,22310133.0,Al Samnan Clinic,366.0,Franco Viola Parota,2300112,16520.0,12866.04361,Hydra and Co LLC
2300111,2300111,2,10013000,Jumia,1,25200,3200,23100.0,1100.0,2023-6-3 13-6-44,,2300112 10013000,2023-06-17,22310133.0,Al Samnan Clinic,366.0,Franco Viola Parota,2300112,22000.0,17133.95639,Jumia and Co LLC
2300112,2300112,1,10007000,Crio Lipo,1,36400,4400,33600.0,1600.0,2023-6-3 13-6-58,,2300113 10007000,2023-06-07,22310131.0,Ali Bin Ali Medical,329.0,Sanjay Kumar Mandal,2300113,32000.0,25849.58217,Crio and Co LLC
2300112,2300112,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-6-58,,2300113 10008001,2023-06-07,22310131.0,Ali Bin Ali Medical,329.0,Sanjay Kumar Mandal,2300113,3900.0,3150.417827,Deod and Co LLC
2300113,2300113,1,10008001,DeodLeaser Hand Piece,3,2100,350,6247.5,297.5,2023-6-3 13-7-28,,2300114 10008001,2023-07-11,22310131.0,Ali Bin Ali Medical,418.0,Lucero Jackson Riconose,2300114,5950.0,4500.0,Deod and Co LLC
2300114,2300114,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-7-48,,2300115 10001000,2023-06-16,22310182.0,Spaces Spa Center,709.0,Jinu Ambadan Jose,2300115,29000.0,23969.6243,Adss Laser Co
2300114,2300114,2,10001001,Microneedling RF - HandPiece,1,4725,2450,2388.75,113.75,2023-6-3 13-7-48,,2300115 10001001,2023-06-16,22310182.0,Spaces Spa Center,709.0,Jinu Ambadan Jose,2300115,2275.0,1880.375699,Adss Laser Co
2300115,2300115,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900.0,3900.0,2023-6-3 13-8-1,,2300116 10004000,2023-06-29,22310207.0,Delta Pharmacy,981.0,Raj Kumar Giri,2300116,78000.0,58500.0,Skin for Life LLC
2300116,2300116,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7350.0,350.0,2023-6-3 13-8-24,,2300117 10004001,2023-06-16,22310131.0,Ali Bin Ali Medical,418.0,Lucero Jackson Riconose,2300117,7000.0,6691.176471,Skin for Life LLC
2300116,2300116,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,1600,-210.0,-10.0,2023-6-3 13-8-24,,2300117 10004002,2023-06-16,22310131.0,Ali Bin Ali Medical,418.0,Lucero Jackson Riconose,2300117,-200.0,-191.1764706,Skin for Life LLC
2300117,2300117,1,10019000,VCA Laser,1,39200,9400,31290.0,1490.0,2023-6-3 13-8-40,,2300118 10019000,2023-07-02,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300118,29800.0,26720.36474,VCA and Co LLC
2300117,2300117,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-8-40,,2300118 10019001,2023-07-02,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300118,36000.0,32279.63526,VCA and Co LLC
2300118,2300118,1,10006000,Caviation Laser,1,24500,3500,22050.0,1050.0,2023-6-3 13-8-54,,2300120 10006000,2023-07-15,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300120,21000.0,17368.42105,Caviation Laser Co
2300118,2300118,2,10007000,Crio Lipo,1,36400,5400,32550.0,1550.0,2023-6-3 13-8-54,,2300120 10007000,2023-07-15,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300120,31000.0,25639.09774,Crio and Co LLC
2300118,2300118,3,10009001,G5 Slimming Applicators,3,2800,550,8242.5,392.5,2023-6-3 13-8-54,,2300120 10009001,2023-07-15,22310200.0,German Clinic FZ LLC,894.0,Dev Kumar Rai,2300120,7850.0,6492.481203,G5  and Co LLC
2300119,2300119,1,10009000,G5 Slimming,1,51800,3800,50400.0,2400.0,2023-6-3 13-9-6,,2300121 10009000,2023-06-03,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300121,48000.0,36756.75676,G5  and Co LLC
2300119,2300119,2,10009001,G5 Slimming Applicators,2,2800,1400,4410.0,210.0,2023-6-3 13-9-6,,2300121 10009001,2023-06-03,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300121,4200.0,3216.216216,G5  and Co LLC
2300119,2300119,3,10010000,Hiemt A,1,85400,4400,85050.0,4050.0,2023-6-3 13-9-6,,2300121 10010000,2023-06-03,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300121,81000.0,62027.02703,Hiemt and Co LLC
2300120,2300120,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523.0,263.0,2023-6-3 13-9-20,,2300119 10018004,2023-07-11,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300119,5260.0,3890.208333,SPA and Co LLC
2300120,2300120,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557.0,217.0,2023-6-3 13-9-20,,2300119 10018005,2023-07-11,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300119,4340.0,3209.791667,SPA and Co LLC
2300121,2300121,1,10008001,DeodLeaser Hand Piece,1,2100,300,1890.0,90.0,2023-6-3 13-9-35,,2300122 10008001,2023-06-16,22310252.0,Faith Pharmacy,1008.0,Jalil Khadim Hussain,2300122,1800.0,1500.0,Deod and Co LLC
2300122,2300122,1,10001000,Microneedling RF,2,31465,3465,62438.25,2973.25,2023-6-3 13-9-49,,2300123 10001000,2023-07-12,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300123,59465.0,46337.92026,Adss Laser Co
2300122,2300122,2,10001001,Microneedling RF - HandPiece,1,4725,2175,2677.5,127.5,2023-6-3 13-9-49,,2300123 10001001,2023-07-12,22310210.0,Al Burg Clinic,994.0,Michael Cadiang Manza,2300123,2550.0,1987.079739,Adss Laser Co
2300123,2300123,1,10008000,DeodLeaser,2,15400,3400,28770.0,1370.0,2023-6-3 13-10-50,,2300124 10008000,2023-06-29,22310269.0,Flora Beauty Spa,1098.0,Joyson Joseph Kalaparambath,2300124,27400.0,21884.98403,Deod and Co LLC
2300123,2300123,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-10-50,,2300124 10008001,2023-06-29,22310269.0,Flora Beauty Spa,1098.0,Joyson Joseph Kalaparambath,2300124,3900.0,3115.015974,Deod and Co LLC
2300124,2300124,1,10018007,SVTA Radio Hand Pice 7,3,2520,1040,6846.0,326.0,2023-6-3 13-11-2,,2300125 10018007,2023-06-28,22310252.0,Faith Pharmacy,1008.0,Jalil Khadim Hussain,2300125,6520.0,5378.818283,SPA and Co LLC
2300124,2300124,2,10018008,SVTA Radio Hand Pice 8,2,1400,350,2572.5,122.5,2023-6-3 13-11-2,,2300125 10018008,2023-06-28,22310252.0,Faith Pharmacy,1008.0,Jalil Khadim Hussain,2300125,2450.0,2021.181717,SPA and Co LLC
2300125,2300125,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950.0,3950.0,2023-6-3 13-11-18,,2300126 10004000,2023-07-20,22310093.0,Women's Medical Center (Dr. Ameena),366.0,Franco Viola Parota,2300126,79000.0,58347.50266,Skin for Life LLC
2300125,2300125,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855.0,755.0,2023-6-3 13-11-18,,2300126 10004001,2023-07-20,22310093.0,Women's Medical Center (Dr. Ameena),366.0,Franco Viola Parota,2300126,15100.0,11152.49734,Skin for Life LLC
2300126,2300126,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016.0,96.0,2023-6-3 13-11-30,,2300127 10018005,2023-07-02,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300127,1920.0,1545.247148,SPA and Co LLC
2300126,2300126,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4998.0,238.0,2023-6-3 13-11-30,,2300127 10018006,2023-07-02,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300127,4760.0,3830.925222,SPA and Co LLC
2300126,2300126,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5292.0,252.0,2023-6-3 13-11-30,,2300127 10018007,2023-07-02,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300127,5040.0,4056.273764,SPA and Co LLC
2300126,2300126,4,10018008,SVTA Radio Hand Pice 8,3,1400,0,4410.0,210.0,2023-6-3 13-11-30,,2300127 10018008,2023-07-02,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300127,4200.0,3380.228137,SPA and Co LLC
2300126,2300126,5,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 13-11-30,,2300127 10018000,2023-07-02,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300127,47200.0,37987.32573,SPA and Co LLC
2300127,2300127,1,10016000,My Ultrasonic,1,9800,1800,8400.0,400.0,2023-6-3 13-11-57,,2300128 10016000,2023-07-01,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300128,8000.0,6933.333333,Ultrasonic and Co LLC
2300127,2300127,2,10017000,SPA Slim,1,8400,1400,7350.0,350.0,2023-6-3 13-11-57,,2300128 10017000,2023-07-01,22310280.0,Gulf Beauty Salon - Abu Dhabi,1138.0,Jessie Tolntion Matitu,2300128,7000.0,6066.666667,SPA and Co LLC
2300128,2300128,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4767.0,227.0,2023-6-3 13-12-17,,2300129 10018007,2023-08-10,22310133.0,Al Samnan Clinic,365.0,Allen Joseph Anora,2300129,4540.0,3619.55777,SPA and Co LLC
2300128,2300128,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5848.5,278.5,2023-6-3 13-12-17,,2300129 10018008,2023-08-10,22310133.0,Al Samnan Clinic,365.0,Allen Joseph Anora,2300129,5570.0,4440.734974,SPA and Co LLC
2300128,2300128,3,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-6-3 13-12-17,,2300129 10018000,2023-08-10,22310133.0,Al Samnan Clinic,365.0,Allen Joseph Anora,2300129,22000.0,17539.70726,SPA and Co LLC
2300129,2300129,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,500,7560.0,360.0,2023-6-3 13-12-30,,2300130 10004001,2023-07-27,22310055.0,Al Noor Pharmacy,415.0,Tampos Antonio Magalona,2300130,7200.0,5331.45275,Skin for Life LLC
2300129,2300129,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,20,7329.0,349.0,2023-6-3 13-12-30,,2300130 10004002,2023-07-27,22310055.0,Al Noor Pharmacy,415.0,Tampos Antonio Magalona,2300130,6980.0,5168.54725,Skin for Life LLC
2300130,2300130,1,10008000,DeodLeaser,1,15400,300,15855.0,755.0,2023-6-3 13-12-59,,2300131 10008000,2023-07-22,22310097.0,Sahar Pharmacy,370.0,Ariel Abapo Naciogoyo,2300131,15100.0,11081.27098,Deod and Co LLC
2300130,2300130,2,10009001,G5 Slimming Applicators,4,2800,255,11492.25,547.25,2023-6-3 13-12-59,,2300131 10009001,2023-07-22,22310097.0,Sahar Pharmacy,370.0,Ariel Abapo Naciogoyo,2300131,10945.0,8032.086814,G5  and Co LLC
2300130,2300130,3,10014000,Konmision,1,39200,1200,39900.0,1900.0,2023-6-3 13-12-59,,2300131 10014000,2023-07-22,22310097.0,Sahar Pharmacy,370.0,Ariel Abapo Naciogoyo,2300131,38000.0,27886.6422,Konmision and Co LLC
2300131,2300131,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-13-51,,2300132 10001000,2023-07-21,22310102.0,Health & Aesthetic Medical Center,370.0,Ariel Abapo Naciogoyo,2300132,29000.0,22665.15495,Adss Laser Co
2300131,2300131,2,10001001,Microneedling RF - HandPiece,1,4725,650,4278.75,203.75,2023-6-3 13-13-51,,2300132 10001001,2023-07-21,22310102.0,Health & Aesthetic Medical Center,370.0,Ariel Abapo Naciogoyo,2300132,4075.0,3184.845049,Adss Laser Co
2300132,2300132,1,10008000,DeodLeaser,1,15400,2400,13650.0,650.0,2023-6-3 13-14-3,,2300133 10008000,2023-06-15,22310133.0,Al Samnan Clinic,598.0,Allen Madrid Gomez,2300133,13000.0,10620.91503,Deod and Co LLC
2300132,2300132,2,10009001,G5 Slimming Applicators,2,2800,240,5628.0,268.0,2023-6-3 13-14-3,,2300133 10009001,2023-06-15,22310133.0,Al Samnan Clinic,598.0,Allen Madrid Gomez,2300133,5360.0,4379.084967,G5  and Co LLC
2300133,2300133,1,10013000,Jumia,1,25200,2200,24150.0,1150.0,2023-6-3 13-14-20,,2300134 10013000,2023-07-12,22310029.0,Al Jameya Pharmacy,418.0,Lucero Jackson Riconose,2300134,23000.0,17932.20339,Jumia and Co LLC
2300133,2300133,2,10014000,Konmision,1,39200,3200,37800.0,1800.0,2023-6-3 13-14-20,,2300134 10014000,2023-07-12,22310029.0,Al Jameya Pharmacy,418.0,Lucero Jackson Riconose,2300134,36000.0,28067.79661,Konmision and Co LLC
2300134,2300134,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050.0,2050.0,2023-6-3 13-14-54,,2300135 10003000,2023-06-28,22310055.0,Al Noor Pharmacy,366.0,Franco Viola Parota,2300135,41000.0,35225.35211,Adss Laser Co
2300134,2300134,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135.0,435.0,2023-6-3 13-14-54,,2300135 10003001,2023-06-28,22310055.0,Al Noor Pharmacy,366.0,Franco Viola Parota,2300135,8700.0,7474.647887,Adss Laser Co
2300135,2300135,1,10017000,SPA Slim,1,8400,400,8400.0,400.0,2023-6-3 13-15-7,,2300136 10017000,2023-07-17,22310093.0,Women's Medical Center (Dr. Ameena),370.0,Ariel Abapo Naciogoyo,2300136,8000.0,6056.782334,SPA and Co LLC
2300135,2300135,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 13-15-7,,2300136 10018001,2023-07-17,22310093.0,Women's Medical Center (Dr. Ameena),370.0,Ariel Abapo Naciogoyo,2300136,4680.0,3543.217666,SPA and Co LLC
2300136,2300136,1,10019000,VCA Laser,1,39200,6200,34650.0,1650.0,2023-6-3 13-15-22,,2300137 10019000,2023-07-14,22310102.0,Health &amp; Aesthetic Medical Center,329.0,Sanjay Kumar Mandal,2300137,33000.0,28151.65877,VCA and Co LLC
2300136,2300136,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125.0,3625.0,2023-6-3 13-15-22,,2300137 10019001,2023-07-14,22310102.0,Health &amp; Aesthetic Medical Center,329.0,Sanjay Kumar Mandal,2300137,72500.0,61848.34123,VCA and Co LLC
2300137,2300137,1,10018003,SVTA Radio Hand Pice 3,2,1960,880,3192.0,152.0,2023-6-3 13-15-34,,2300138 10018003,2023-07-19,22310093.0,Women's Medical Center (Dr. Ameena),370.0,Ariel Abapo Naciogoyo,2300138,3040.0,2541.176471,SPA and Co LLC
2300137,2300137,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 13-15-34,,2300138 10018004,2023-07-19,22310093.0,Women's Medical Center (Dr. Ameena),370.0,Ariel Abapo Naciogoyo,2300138,3420.0,2858.823529,SPA and Co LLC
2300138,2300138,1,10011000,Hydra Fresh,1,74200,15400,61740.0,2940.0,2023-6-3 13-15-45,,2300139 10011000,2023-07-20,22310182.0,Spaces Spa Center,709.0,Jinu Ambadan Jose,2300139,58800.0,51436.46409,Hydra and Co LLC
2300138,2300138,2,10012000,Hydra-new,2,16800,3800,31290.0,1490.0,2023-6-3 13-15-45,,2300139 10012000,2023-07-20,22310182.0,Spaces Spa Center,709.0,Jinu Ambadan Jose,2300139,29800.0,26068.13996,Hydra and Co LLC
2300138,2300138,3,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 13-15-45,,2300139 10013000,2023-07-20,22310182.0,Spaces Spa Center,709.0,Jinu Ambadan Jose,2300139,20000.0,17495.39595,Jumia and Co LLC
2300139,2300139,1,10016000,My Ultrasonic,1,9800,2600,7560.0,360.0,2023-6-3 13-16-5,,2300140 10016000,2023-08-13,22310133.0,Al Samnan Clinic,598.0,Allen Madrid Gomez,2300140,7200.0,7000.0,Ultrasonic and Co LLC
2300140,2300140,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-16-19,,2300141 10019000,2023-07-22,22310097.0,Sahar Pharmacy,415.0,Tampos Antonio Magalona,2300141,36000.0,29500.0,VCA and Co LLC
2300140,2300140,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-16-19,,2300141 10019001,2023-07-22,22310097.0,Sahar Pharmacy,415.0,Tampos Antonio Magalona,2300141,36000.0,29500.0,VCA and Co LLC
2300141,2300141,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-16-34,,2300142 10001000,2023-07-26,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300142,29000.0,22875.54206,Adss Laser Co
2300141,2300141,2,10001001,Microneedling RF - HandPiece,4,4725,1450,18322.5,872.5,2023-6-3 13-16-34,,2300142 10001001,2023-07-26,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300142,17450.0,13764.76583,Adss Laser Co
2300141,2300141,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6300.0,300.0,2023-6-3 13-16-34,,2300142 10004001,2023-07-26,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300142,6000.0,4732.870772,Skin for Life LLC
2300141,2300141,4,10004002,RF Fractional CO2 Laser - Accessories,4,1400,400,5460.0,260.0,2023-6-3 13-16-34,,2300142 10004002,2023-07-26,22310029.0,Al Jameya Pharmacy,365.0,Allen Joseph Anora,2300142,5200.0,4101.821336,Skin for Life LLC
2300142,2300142,1,10018000,SVTA Radio,1,25200,500,25935.0,1235.0,2023-6-3 13-16-47,,2300143 10018000,2023-08-21,22310210.0,Al Burg Clinic,1008.0,Jalil Khadim Hussain,2300143,24700.0,18228.0792,SPA and Co LLC
2300142,2300142,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,5103.0,243.0,2023-6-3 13-16-47,,2300143 10018001,2023-08-21,22310210.0,Al Burg Clinic,1008.0,Jalil Khadim Hussain,2300143,4860.0,3586.577526,SPA and Co LLC
