id,siRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action,unique,siDat,cusCode,cusName,spCode,spCName,dlRef,wac
2300117,2300117,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 13-8-40,,2300118 10019001,7/2/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300118,31788.33
2300118,2300118,1,10006000,Caviation Laser,1,24500,3500,22050,1050,2023-6-3 13-8-54,,2300120 10006000,7/15/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300120,17945.025
2300118,2300118,2,10007000,Crio Lipo,1,36400,5400,32550,1550,2023-6-3 13-8-54,,2300120 10007000,7/15/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300120,26479.18
2300118,2300118,3,10009001,G5 Slimming Applicators,3,2800,550,8242.5,392.5,2023-6-3 13-8-54,,2300120 10009001,7/15/2023,22310200,German Clinic FZ LLC,894,Dev Kumar Rai,2300120,6152.58
2300119,2300119,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-6-3 13-9-6,,2300121 10009000,6/3/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300121,37681.91
2300119,2300119,2,10009001,G5 Slimming Applicators,2,2800,1400,4410,210,2023-6-3 13-9-6,,2300121 10009001,6/3/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300121,4101.72
2300119,2300119,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-6-3 13-9-6,,2300121 10010000,6/3/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300121,63405.23
2300120,2300120,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523,263,2023-6-3 13-9-20,,2300119 10018004,7/11/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300119,3971.877
2300120,2300120,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557,217,2023-6-3 13-9-20,,2300119 10018005,7/11/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300119,3326.176
2300121,2300121,1,10008001,DeodLeaser Hand Piece,1,2100,300,1890,90,2023-6-3 13-9-35,,2300122 10008001,6/16/2023,22310252,Faith Pharmacy,1008,Jalil Khadim Hussain,2300122,1559.145
2300122,2300122,1,10001000,Microneedling RF,2,31465,3465,62438.25,2973.25,2023-6-3 13-9-49,,2300123 10001000,7/12/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300123,45463.7785
2300122,2300122,2,10001001,Microneedling RF - HandPiece,1,4725,2175,2677.5,127.5,2023-6-3 13-9-49,,2300123 10001001,7/12/2023,22310210,Al Burg Clinic,994,Michael Cadiang Manza,2300123,3460.82625
2300123,2300123,1,10008000,DeodLeaser,2,15400,3400,28770,1370,2023-6-3 13-10-50,,2300124 10008000,6/29/2023,22310269,Flora Beauty Spa,1098,Joyson Joseph Kalaparambath,2300124,22251.46
2300123,2300123,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 13-10-50,,2300124 10008001,6/29/2023,22310269,Flora Beauty Spa,1098,Joyson Joseph Kalaparambath,2300124,3118.29
2300124,2300124,1,10018007,SVTA Radio Hand Pice 7,3,2520,1040,6846,326,2023-6-3 13-11-2,,2300125 10018007,6/28/2023,22310252,Faith Pharmacy,1008,Jalil Khadim Hussain,2300125,5537.322
2300124,2300124,2,10018008,SVTA Radio Hand Pice 8,2,1400,350,2572.5,122.5,2023-6-3 13-11-2,,2300125 10018008,6/28/2023,22310252,Faith Pharmacy,1008,Jalil Khadim Hussain,2300125,2036.86
2300125,2300125,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950,3950,2023-6-3 13-11-18,,2300126 10004000,7/20/2023,22310093,Women's Medical Center (Dr. Ameena),366,Franco Viola Parota,2300126,59987.655
2300125,2300125,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855,755,2023-6-3 13-11-18,,2300126 10004001,7/20/2023,22310093,Women's Medical Center (Dr. Ameena),366,Franco Viola Parota,2300126,11202.73
2300126,2300126,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016,96,2023-6-3 13-11-30,,2300127 10018005,7/2/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300127,4989.264
2300126,2300126,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4998,238,2023-6-3 13-11-30,,2300127 10018006,7/2/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300127,3438.862
2300126,2300126,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5292,252,2023-6-3 13-11-30,,2300127 10018007,7/2/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300127,3691.548
2300126,2300126,4,10018008,SVTA Radio Hand Pice 8,3,1400,0,4410,210,2023-6-3 13-11-30,,2300127 10018008,7/2/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300127,3055.29
2300126,2300126,5,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 13-11-30,,2300127 10018000,7/2/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300127,37419.48
2300127,2300127,1,10016000,My Ultrasonic,1,9800,1800,8400,400,2023-6-3 13-11-57,,2300128 10016000,7/1/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300128,7178.01
2300127,2300127,2,10017000,SPA Slim,1,8400,1400,7350,350,2023-6-3 13-11-57,,2300128 10017000,7/1/2023,22310280,Gulf Beauty Salon - Abu Dhabi,1138,Jessie Tolntion Matitu,2300128,6110.58
2300128,2300128,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4767,227,2023-6-3 13-12-17,,2300129 10018007,8/10/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300129,3691.548
2300128,2300128,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5848.5,278.5,2023-6-3 13-12-17,,2300129 10018008,8/10/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300129,4073.72
2300128,2300128,3,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 13-12-17,,2300129 10018000,8/10/2023,22310133,Al Samnan Clinic,365,Allen Joseph Anora,2300129,18709.74
2300129,2300129,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,500,7560,360,2023-6-3 13-12-30,,2300130 10004001,7/27/2023,22310055,Al Noor Pharmacy,415,Tampos Antonio Magalona,2300130,5601.365
2300129,2300129,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,20,7329,349,2023-6-3 13-12-30,,2300130 10004002,7/27/2023,22310055,Al Noor Pharmacy,415,Tampos Antonio Magalona,2300130,5197.15
2300130,2300130,1,10008000,DeodLeaser,1,15400,300,15855,755,2023-6-3 13-12-59,,2300131 10008000,7/22/2023,22310097,Sahar Pharmacy,370,Ariel Abapo Naciogoyo,2300131,11125.73
2300130,2300130,2,10009001,G5 Slimming Applicators,4,2800,255,11492.25,547.25,2023-6-3 13-12-59,,2300131 10009001,7/22/2023,22310097,Sahar Pharmacy,370,Ariel Abapo Naciogoyo,2300131,8203.44
2300130,2300130,3,10014000,Konmision,1,39200,1200,39900,1900,2023-6-3 13-12-59,,2300131 10014000,7/22/2023,22310097,Sahar Pharmacy,370,Ariel Abapo Naciogoyo,2300131,29104.04
2300131,2300131,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-13-51,,2300132 10001000,7/21/2023,22310102,Health & Aesthetic Medical Center,370,Ariel Abapo Naciogoyo,2300132,22731.88925
2300131,2300131,2,10001001,Microneedling RF - HandPiece,1,4725,650,4278.75,203.75,2023-6-3 13-13-51,,2300132 10001001,7/21/2023,22310102,Health & Aesthetic Medical Center,370,Ariel Abapo Naciogoyo,2300132,3460.82625
2300132,2300132,1,10008000,DeodLeaser,1,15400,2400,13650,650,2023-6-3 13-14-3,,2300133 10008000,6/15/2023,22310133,Al Samnan Clinic,598,Allen Madrid Gomez,2300133,11125.73
2300132,2300132,2,10009001,G5 Slimming Applicators,2,2800,240,5628,268,2023-6-3 13-14-3,,2300133 10009001,6/15/2023,22310133,Al Samnan Clinic,598,Allen Madrid Gomez,2300133,4101.72
2300133,2300133,1,10013000,Jumia,1,25200,2200,24150,1150,2023-6-3 13-14-20,,2300134 10013000,7/12/2023,22310029,Al Jameya Pharmacy,418,Lucero Jackson Riconose,2300134,18331.74
2300133,2300133,2,10014000,Konmision,1,39200,3200,37800,1800,2023-6-3 13-14-20,,2300134 10014000,7/12/2023,22310029,Al Jameya Pharmacy,418,Lucero Jackson Riconose,2300134,29104.04
2300134,2300134,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050,2050,2023-6-3 13-14-54,,2300135 10003000,6/28/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300135,35028.791
2300134,2300134,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135,435,2023-6-3 13-14-54,,2300135 10003001,6/28/2023,22310055,Al Noor Pharmacy,366,Franco Viola Parota,2300135,9102.87
2300135,2300135,1,10017000,SPA Slim,1,8400,400,8400,400,2023-6-3 13-15-7,,2300136 10017000,7/17/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300136,6110.58
2300135,2300135,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 13-15-7,,2300136 10018001,7/17/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300136,3741.948
2300136,2300136,1,10019000,VCA Laser,1,39200,6200,34650,1650,2023-6-3 13-15-22,,2300137 10019000,7/14/2023,22310102,Health &amp; Aesthetic Medical Center,329,Sanjay Kumar Mandal,2300137,28320.04
2300136,2300136,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125,3625,2023-6-3 13-15-22,,2300137 10019001,7/14/2023,22310102,Health &amp; Aesthetic Medical Center,329,Sanjay Kumar Mandal,2300137,63576.66
2300137,2300137,1,10018003,SVTA Radio Hand Pice 3,2,1960,880,3192,152,2023-6-3 13-15-34,,2300138 10018003,7/19/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300138,2871.204
2300137,2300137,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 13-15-34,,2300138 10018004,7/19/2023,22310093,Women's Medical Center (Dr. Ameena),370,Ariel Abapo Naciogoyo,2300138,2647.918
2300138,2300138,1,10011000,Hydra Fresh,1,74200,15400,61740,2940,2023-6-3 13-15-45,,2300139 10011000,7/20/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300139,53605.79
2300138,2300138,2,10012000,Hydra-new,2,16800,3800,31290,1490,2023-6-3 13-15-45,,2300139 10012000,7/20/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300139,24610.32
2300138,2300138,3,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 13-15-45,,2300139 10013000,7/20/2023,22310182,Spaces Spa Center,709,Jinu Ambadan Jose,2300139,18331.74
2300139,2300139,1,10016000,My Ultrasonic,1,9800,2600,7560,360,2023-6-3 13-16-5,,2300140 10016000,8/13/2023,22310133,Al Samnan Clinic,598,Allen Madrid Gomez,2300140,7178.01
2300140,2300140,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 13-16-19,,2300141 10019000,7/22/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300141,28320.04
2300140,2300140,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 13-16-19,,2300141 10019001,7/22/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300141,31788.33
2300141,2300141,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-16-34,,2300142 10001000,7/26/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300142,22731.88925
2300141,2300141,2,10001001,Microneedling RF - HandPiece,4,4725,1450,18322.5,872.5,2023-6-3 13-16-34,,2300142 10001001,7/26/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300142,13843.305
2300141,2300141,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6300,300,2023-6-3 13-16-34,,2300142 10004001,7/26/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300142,5601.365
2300141,2300141,4,10004002,RF Fractional CO2 Laser - Accessories,4,1400,400,5460,260,2023-6-3 13-16-34,,2300142 10004002,7/26/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300142,4157.72
2300142,2300142,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-6-3 13-16-47,,2300143 10018000,8/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300143,18709.74
2300142,2300142,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,5103,243,2023-6-3 13-16-47,,2300143 10018001,8/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300143,3741.948
2300142,2300142,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4200,200,2023-6-3 13-16-47,,2300143 10018002,8/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300143,3034.29
2300142,2300142,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 13-16-47,,2300143 10018003,8/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300143,2871.204
2300142,2300142,5,10018004,SVTA Radio Hand Pice 4,1,1820,220,1680,80,2023-6-3 13-16-47,,2300143 10018004,8/21/2023,22310210,Al Burg Clinic,1008,Jalil Khadim Hussain,2300143,1323.959
2300143,2300143,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7350,350,2023-6-3 13-16-58,,2300144 10004001,8/16/2023,22310200,German Clinic FZ LLC,418,Lucero Jackson Riconose,2300144,5601.365
2300143,2300143,2,10004002,RF Fractional CO2 Laser - Accessories,6,1400,1600,7140,340,2023-6-3 13-16-58,,2300144 10004002,8/16/2023,22310200,German Clinic FZ LLC,418,Lucero Jackson Riconose,2300144,6236.58
2300144,2300144,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 13-17-8,,2300145 10001000,8/17/2023,22310280,Gulf Beauty Salon - Abu Dhabi,709,Jinu Ambadan Jose,2300145,22731.88925
2300144,2300144,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7350,350,2023-6-3 13-17-8,,2300145 10001001,8/17/2023,22310280,Gulf Beauty Salon - Abu Dhabi,709,Jinu Ambadan Jose,2300145,6921.6525
2300145,2300145,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 13-17-58,,2300146 10018001,8/3/2023,22310286,Hamad Pharmacy,370,Ariel Abapo Naciogoyo,2300146,3741.948
2300145,2300145,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8505,405,2023-6-3 13-17-58,,2300146 10018002,8/3/2023,22310286,Hamad Pharmacy,370,Ariel Abapo Naciogoyo,2300146,6068.58
2300146,2300146,1,10012000,Hydra-new,2,16800,280,34986,1666,2023-6-3 13-18-13,,2300147 10012000,8/15/2023,22310269,Flora Beauty Spa,366,Franco Viola Parota,2300147,24610.32
2300146,2300146,2,10013000,Jumia,1,25200,3200,23100,1100,2023-6-3 13-18-13,,2300147 10013000,8/15/2023,22310269,Flora Beauty Spa,366,Franco Viola Parota,2300147,18331.74
2300147,2300147,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6804,324,2023-6-3 13-18-29,,2300148 10018005,8/16/2023,22310436,NADA Pharmacy,994,Michael Cadiang Manza,2300148,4989.264
2300147,2300147,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3150,150,2023-6-3 13-18-29,,2300148 10018006,8/16/2023,22310436,NADA Pharmacy,994,Michael Cadiang Manza,2300148,3438.862
2300148,2300148,1,10018000,SVTA Radio,1,25200,4400,21840,1040,2023-6-3 13-18-48,,2300149 10018000,7/30/2023,22310646,American Hospital Dubai LLC,366,Franco Viola Parota,2300149,18709.74
2300148,2300148,2,10019000,VCA Laser,1,39200,320,40824,1944,2023-6-3 13-18-48,,2300149 10019000,7/30/2023,22310646,American Hospital Dubai LLC,366,Franco Viola Parota,2300149,28320.04
2300149,2300149,1,10013000,Jumia,1,25200,2200,24150,1150,2023-6-3 13-18-59,,2300150 10013000,9/15/2023,22310789,Al Sharq Hospital,418,Lucero Jackson Riconose,2300150,18331.74
2300149,2300149,2,10014000,Konmision,1,39200,3200,37800,1800,2023-6-3 13-18-59,,2300150 10014000,9/15/2023,22310789,Al Sharq Hospital,418,Lucero Jackson Riconose,2300150,29104.04
2300150,2300150,1,10007000,Crio Lipo,1,36400,4400,33600,1600,2023-6-3 13-19-12,,2300151 10007000,8/6/2023,22310207,Delta Pharmacy,329,Sanjay Kumar Mandal,2300151,26479.18
2300150,2300150,2,10008001,DeodLeaser Hand Piece,5,2100,300,10710,510,2023-6-3 13-19-12,,2300151 10008001,8/6/2023,22310207,Delta Pharmacy,329,Sanjay Kumar Mandal,2300151,7795.725
2300151,2300151,1,10006000,Caviation Laser,1,24500,6000,19425,925,2023-6-3 13-19-28,,2300152 10006000,8/17/2023,22310580,Al Qaser Medical Center,1098,Joyson Joseph Kalaparambath,2300152,17945.025
2300152,2300152,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050,2050,2023-6-3 13-19-39,,2300153 10003000,8/29/2023,22310802,Elite Medical Centre,366,Franco Viola Parota,2300153,35028.791
2300152,2300152,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,1,6300,3900,2520,120,2023-6-3 13-19-39,,2300153 10003001,8/29/2023,22310802,Elite Medical Centre,366,Franco Viola Parota,2300153,4551.435
2300153,2300153,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 13-20-3,,2300154 10018001,9/15/2023,22310807,Aesthetica Clinic LLC,365,Allen Joseph Anora,2300154,3741.948
2300153,2300153,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10710,510,2023-6-3 13-20-3,,2300154 10018002,9/15/2023,22310807,Aesthetica Clinic LLC,365,Allen Joseph Anora,2300154,7585.725
2300154,2300154,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505,405,2023-6-3 13-20-14,,2300155 10008001,8/23/2023,22310776,Mafraq Hospital,365,Allen Joseph Anora,2300155,6236.58
2300154,2300154,2,10008000,DeodLeaser,2,15400,3400,28770,1370,2023-6-3 13-20-14,,2300155 10008000,8/23/2023,22310776,Mafraq Hospital,365,Allen Joseph Anora,2300155,22251.46
2300155,2300155,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5250,250,2023-6-3 13-20-26,,2300156 10018003,9/13/2023,22310873,Sera Beauty Lounge,370,Ariel Abapo Naciogoyo,2300156,4306.806
2300155,2300155,2,10018004,SVTA Radio Hand Pice 4,4,1820,220,7413,353,2023-6-3 13-20-26,,2300156 10018004,9/13/2023,22310873,Sera Beauty Lounge,370,Ariel Abapo Naciogoyo,2300156,5295.836
2300156,2300156,1,10019000,VCA Laser,1,39200,6200,34650,1650,2023-6-3 13-20-42,,2300157 10019000,9/10/2023,22311027,Visage Pharmacy,329,Sanjay Kumar Mandal,2300157,28320.04
2300156,2300156,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125,3625,2023-6-3 13-20-42,,2300157 10019001,9/10/2023,22311027,Visage Pharmacy,329,Sanjay Kumar Mandal,2300157,63576.66
2300157,2300157,1,10015000,Mickcara,1,43400,4400,40950,1950,2023-6-3 13-21-0,,2300158 10015000,8/30/2023,22310888,Heavenly Spa,415,Tampos Antonio Magalona,2300158,31354.33
2300157,2300157,2,10016000,My Ultrasonic,2,9800,3600,16800,800,2023-6-3 13-21-0,,2300158 10016000,8/30/2023,22310888,Heavenly Spa,415,Tampos Antonio Magalona,2300158,14356.02
2300158,2300158,1,10011000,Hydra Fresh,1,74200,15400,61740,2940,2023-6-3 13-21-13,,2300159 10011000,9/9/2023,22311134,Al Dar Medical Center,709,Jinu Ambadan Jose,2300159,53605.79
2300158,2300158,2,10012000,Hydra-new,2,16800,3800,31290,1490,2023-6-3 13-21-13,,2300159 10012000,9/9/2023,22311134,Al Dar Medical Center,709,Jinu Ambadan Jose,2300159,24610.32
2300158,2300158,3,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 13-21-13,,2300159 10013000,9/9/2023,22311134,Al Dar Medical Center,709,Jinu Ambadan Jose,2300159,18331.74
2300159,2300159,1,10008001,DeodLeaser Hand Piece,5,2100,350,10657.5,507.5,2023-6-3 13-21-25,,2300160 10008001,9/12/2023,22311052,Top Medical Group,418,Lucero Jackson Riconose,2300160,7795.725
2300160,2300160,1,10017000,SPA Slim,2,8400,400,17220,820,2023-6-3 13-21-35,,2300161 10017000,9/15/2023,22310827,Al Soor Pharmacy LLC,370,Ariel Abapo Naciogoyo,2300161,12221.16
2300160,2300160,2,10018001,SVTA Radio Hand Pice 1,5,1680,360,8442,402,2023-6-3 13-21-35,,2300161 10018001,9/15/2023,22310827,Al Soor Pharmacy LLC,370,Ariel Abapo Naciogoyo,2300161,6236.58
2300161,2300161,1,10019000,VCA Laser,1,39200,9400,31290,1490,2023-6-3 13-21-50,,2300162 10019000,8/29/2023,22311242,ICON CLINIC LLC,894,Dev Kumar Rai,2300162,28320.04
2300161,2300161,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 13-21-50,,2300162 10019001,8/29/2023,22311242,ICON CLINIC LLC,894,Dev Kumar Rai,2300162,31788.33
2300162,2300162,1,10016000,My Ultrasonic,2,9800,2600,17850,850,2023-6-3 13-22-2,,2300163 10016000,9/12/2023,22311066,American European Medical Center,598,Allen Madrid Gomez,2300163,14356.02
2300163,2300163,1,10006000,Caviation Laser,1,24500,3500,22050,1050,2023-6-3 13-22-11,,2300164 10006000,9/13/2023,22311163,Health Point Hospital LLC,894,Dev Kumar Rai,2300164,17945.025
2300163,2300163,2,10007000,Crio Lipo,1,36400,5400,32550,1550,2023-6-3 13-22-11,,2300164 10007000,9/13/2023,22311163,Health Point Hospital LLC,894,Dev Kumar Rai,2300164,26479.18
2300163,2300163,3,10009001,G5 Slimming Applicators,5,2800,550,14122.5,672.5,2023-6-3 13-22-11,,2300164 10009001,9/13/2023,22311163,Health Point Hospital LLC,894,Dev Kumar Rai,2300164,10254.3
2300164,2300164,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 13-22-20,,2300165 10019000,9/12/2023,22310916,Alexandria Pharmacy,415,Tampos Antonio Magalona,2300165,28320.04
2300164,2300164,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 13-22-20,,2300165 10019001,9/12/2023,22310916,Alexandria Pharmacy,415,Tampos Antonio Magalona,2300165,31788.33
2300165,2300165,1,10008000,DeodLeaser,2,15400,3400,28770,1370,2023-6-3 13-22-32,,2300166 10008000,8/31/2023,22311863,Beverly Hills Speciality Center LLC,1098,Joyson Joseph Kalaparambath,2300166,22251.46
2300165,2300165,2,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-6-3 13-22-32,,2300166 10008001,8/31/2023,22311863,Beverly Hills Speciality Center LLC,1098,Joyson Joseph Kalaparambath,2300166,4677.435
2300166,2300166,1,10001000,Microneedling RF,1,31465,3465,29400,1400,2023-6-3 13-22-55,,2300167 10001000,9/14/2023,22311664,Unicare Clinic,994,Michael Cadiang Manza,2300167,22731.88925
2300166,2300166,2,10001001,Microneedling RF - HandPiece,3,4725,2175,12600,600,2023-6-3 13-22-55,,2300167 10001001,9/14/2023,22311664,Unicare Clinic,994,Michael Cadiang Manza,2300167,10382.47875
2300167,2300167,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900,3900,2023-6-3 13-23-9,,2300168 10004000,8/30/2023,22311663,Zulekha Hospital LLC,981,Raj Kumar Giri,2300168,59987.655
2300168,2300168,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523,263,2023-6-3 13-23-20,,2300169 10018004,9/13/2023,22311809,Carmen Beauty Salon,994,Michael Cadiang Manza,2300169,3971.877
2300168,2300168,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557,217,2023-6-3 13-23-20,,2300169 10018005,9/13/2023,22311809,Carmen Beauty Salon,994,Michael Cadiang Manza,2300169,3326.176
2300169,2300169,1,10018005,SVTA Radio Hand Pice 5,2,2240,4800,-336,-16,2023-6-3 13-23-32,,2300170 10018005,8/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300170,3326.176
2300169,2300169,2,10018006,SVTA Radio Hand Pice 6,5,2380,0,12495,595,2023-6-3 13-23-32,,2300170 10018006,8/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300170,8597.155
2300169,2300169,3,10018007,SVTA Radio Hand Pice 7,3,2520,0,7938,378,2023-6-3 13-23-32,,2300170 10018007,8/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300170,5537.322
2300169,2300169,4,10018008,SVTA Radio Hand Pice 8,1,1400,0,1470,70,2023-6-3 13-23-32,,2300170 10018008,8/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300170,1018.43
2300169,2300169,5,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 13-23-32,,2300170 10018000,8/30/2023,22311998,Acacia Medical Center,1138,Jessie Tolntion Matitu,2300170,37419.48
2300170,2300170,1,10016000,My Ultrasonic,1,9800,1800,8400,400,2023-6-3 13-23-44,,2300171 10016000,8/2/2023,22311988,Glamour Care Clinics LLC,1138,Jessie Tolntion Matitu,2300171,7178.01
2300170,2300170,2,10017000,SPA Slim,2,8400,1400,16170,770,2023-6-3 13-23-44,,2300171 10017000,8/2/2023,22311988,Glamour Care Clinics LLC,1138,Jessie Tolntion Matitu,2300171,12221.16
2300171,2300171,1,10001000,Microneedling RF,2,31465,2465,63488.25,3023.25,2023-6-3 13-23-58,,2300172 10001000,9/16/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300172,45463.7785
2300171,2300171,2,10001001,Microneedling RF - HandPiece,1,4725,1450,3438.75,163.75,2023-6-3 13-23-58,,2300172 10001001,9/16/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300172,3460.82625
2300171,2300171,3,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,1700,14385,685,2023-6-3 13-23-58,,2300172 10004001,9/16/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300172,11202.73
2300171,2300171,4,10004002,RF Fractional CO2 Laser - Accessories,1,1400,400,1050,50,2023-6-3 13-23-58,,2300172 10004002,9/16/2023,22310029,Al Jameya Pharmacy,365,Allen Joseph Anora,2300172,1039.43
2300172,2300172,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,500,15645,745,2023-6-3 13-24-10,,2300173 10004001,9/27/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300173,11202.73
2300172,2300172,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,20,1449,69,2023-6-3 13-24-10,,2300173 10004002,9/27/2023,22310097,Sahar Pharmacy,415,Tampos Antonio Magalona,2300173,1039.43
2300173,2300173,1,10011000,Hydra Fresh,1,74200,14200,63000,3000,2023-6-3 13-24-26,,2300174 10011000,8/10/2023,22310747,Marjan Beauty Saloon JLT,370,Ariel Abapo Naciogoyo,2300174,53605.79
