id,qotRef,sno,itmCod,desc,qty,price,disc,tot,traDate,action
2300250,2300250,1,10011000,Hydra Fresh,1,74200,14200,60000,2023-5-28 4-30-40,
2300250,2300250,2,10013000,Jumia,1,25200,5200,20000,2023-5-28 4-30-40,
2300250,2300250,3,10016000,My Ultrasonic,2,9800,1600,18000,2023-5-28 4-30-40,
2300251,2300251,1,10008001,DeodLeaser Hand Piece,4,2100,300,8100,2023-5-28 4-30-42,
2300251,2300251,2,10008000,DeodLeaser,2,15400,3400,27400,2023-5-28 4-30-42,
2300252,2300252,1,10013000,Jumia,1,25200,2200,23000,2023-5-28 4-30-44,
2300252,2300252,2,10014000,Konmision,1,39200,3200,36000,2023-5-28 4-30-44,
2300253,2300253,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,41000,2023-5-28 4-30-46,
2300253,2300253,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,3,6300,3900,15000,2023-5-28 4-30-46,
2300254,2300254,1,10018001,SVTA Radio Hand Pice 1,5,1680,360,8040,2023-5-28 4-30-48,
2300254,2300254,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10200,2023-5-28 4-30-48,
2300255,2300255,1,10017000,SPA Slim,2,8400,400,16400,2023-5-28 4-30-50,
2300255,2300255,2,10018001,SVTA Radio Hand Pice 1,4,1680,360,6360,2023-5-28 4-30-50,
2300256,2300256,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5000,2023-5-28 4-30-52,
2300256,2300256,2,10018004,SVTA Radio Hand Pice 4,5,1820,220,8880,2023-5-28 4-30-52,
2300257,2300257,1,10015000,Mickcara,1,43400,4400,39000,2023-5-28 4-30-54,
2300257,2300257,2,10016000,My Ultrasonic,2,9800,3600,16000,2023-5-28 4-30-54,
2300258,2300258,1,10019000,VCA Laser,1,39200,3200,36000,2023-5-28 4-30-56,
2300258,2300258,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-5-28 4-30-56,
2300259,2300259,1,10019000,VCA Laser,1,39200,6200,33000,2023-5-28 4-30-58,
2300259,2300259,2,10019001,VCA Leaser Hand Piece,2,40000,7500,72500,2023-5-28 4-30-58,
2300260,2300260,1,10008001,DeodLeaser Hand Piece,5,2100,350,10150,2023-5-28 4-31-1,
2300261,2300261,1,10016000,My Ultrasonic,2,9800,2600,17000,2023-5-28 4-31-3,
2300262,2300262,1,10011000,Hydra Fresh,2,74200,15400,133000,2023-5-28 4-31-5,
2300262,2300262,2,10012000,Hydra-new,1,16800,3800,13000,2023-5-28 4-31-5,
2300262,2300262,3,10013000,Jumia,1,25200,5200,20000,2023-5-28 4-31-5,
2300263,2300263,1,10006000,Caviation Laser,1,24500,3500,21000,2023-5-28 4-31-7,
2300263,2300263,2,10007000,Crio Lipo,1,36400,5400,31000,2023-5-28 4-31-7,
2300263,2300263,3,10009001,G5 Slimming Applicators,3,2800,550,7850,2023-5-28 4-31-7,
2300264,2300264,1,10019000,VCA Laser,2,39200,9400,69000,2023-5-28 4-31-9,
2300264,2300264,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-5-28 4-31-9,
2300265,2300265,1,10004000,RF Fractional CO2 Laser,1,81900,3900,78000,2023-5-28 4-31-11,
2300266,2300266,1,10001000,Microneedling RF,1,31465,3465,28000,2023-5-28 4-31-13,
2300266,2300266,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7275,2023-5-28 4-31-13,
2300267,2300267,1,10018004,SVTA Radio Hand Pice 4,5,1820,200,8900,2023-5-28 4-31-15,
2300267,2300267,2,10018005,SVTA Radio Hand Pice 5,1,2240,140,2100,2023-5-28 4-31-15,
2300268,2300268,1,10018007,SVTA Radio Hand Pice 7,3,2520,1040,6520,2023-5-28 4-31-17,
2300268,2300268,2,10018008,SVTA Radio Hand Pice 8,4,1400,350,5250,2023-5-28 4-31-17,
2300269,2300269,1,10008000,DeodLeaser,1,15400,3400,12000,2023-5-28 4-31-19,
2300269,2300269,2,10008001,DeodLeaser Hand Piece,3,2100,300,6000,2023-5-28 4-31-19,
2300270,2300270,1,10016000,My Ultrasonic,2,9800,1800,17800,2023-5-28 4-31-21,
2300270,2300270,2,10017000,SPA Slim,2,8400,1400,15400,2023-5-28 4-31-21,
2300271,2300271,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,1920,2023-5-28 4-31-23,
2300271,2300271,2,10018006,SVTA Radio Hand Pice 6,3,2380,0,7140,2023-5-28 4-31-23,
2300271,2300271,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5040,2023-5-28 4-31-23,
2300271,2300271,4,10018008,SVTA Radio Hand Pice 8,1,1400,0,1400,2023-5-28 4-31-23,
2300271,2300271,5,10018000,SVTA Radio,2,25200,3200,47200,2023-5-28 4-31-23,
