id,dlRef,dlDat,cusCode,cusName,dlTBD,dlTAD,dlTax,dlTAT,shipTo,dlComm,opnClo,spCName,spCode,soRef,soDat,traDate,action
2300184,2300184,8/14/2023,22310341.0,Kaya Trading,9380.0,7180.0,359.0,7539.0,"LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.","LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.",Open,Dev Kumar Rai,894.0,2300181.0,8/6/2023,2023-6-3 3-21-55, 
2300185,2300185,9/25/2023,22310182.0,Spaces Spa Center,5880.0,5220.0,261.0,5481.0,Oasis Center Dubai United Arab Emirates,SVTA Radio Hand Pice 1 to Spaces Spa Center,Open,Ariel Abapo Naciogoyo,370.0,2300184.0,9/21/2023,2023-6-3 3-22-17, 
2300186,2300186,10/16/2023,22310131.0,Ali Bin Ali Medical,23800.0,21500.0,1075.0,22575.0,Doha Qatar,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,Open,Lucero Jackson Riconose,418.0,2300185.0,10/8/2023,2023-6-3 3-23-4, 
2300187,2300187,10/5/2023,22310097.0,Sahar Pharmacy,60760.0,57030.0,2852.0,59882.0,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,Open,Allen Joseph Anora,365.0,2300186.0,10/2/2023,2023-6-3 3-23-49, 
2300188,2300188,10/16/2023,22310102.0,Health &amp; Aesthetic Medical Center,28560.0,25080.0,1254.0,26334.0,Buheira Corniche - Sharjah United Arab Emirates,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,Open,Jaime  Endaya,417.0,2300187.0,10/8/2023,2023-6-3 3-24-6, 
2300189,2300189,10/7/2023,22310269.0,Flora Beauty Spa,24500.0,18500.0,925.0,19425.0,Umm Ramool Rashidiya Dubai United Arab Emirates,Caviation Laser to Flora Beauty Spa,Open,Joyson Joseph Kalaparambath,1098.0,2300190.0,10/5/2023,2023-6-3 3-24-37, 
2300190,2300190,10/7/2023,22310207.0,Delta Pharmacy,79200.0,72000.0,3600.0,75600.0,Sharjah United Arab Emirates,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,Open,Raj Kumar Giri,981.0,2300188.0,10/5/2023,2023-6-3 3-26-11, 
2300191,2300191,10/9/2023,22310439.0,NAS Medical,128800.0,107800.0,5390.0,113190.0,Dubai United Arab Emirates,Hydra Fresh,Open,Ariel Abapo Naciogoyo,370.0,2300193.0,10/5/2023,2023-6-3 3-26-27, 
2300192,2300192,10/10/2023,22310252.0,Faith Pharmacy,6300.0,6000.0,300.0,6300.0,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,DeodLeaser Hand Piece to Faith Pharmacy,Open,Jalil Khadim Hussain,1008.0,2300189.0,10/5/2023,2023-6-3 3-27-50, 
2300193,2300193,10/11/2023,22310210.0,Al Burg Clinic,9100.0,7100.0,355.0,7455.0,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,Open,Michael Cadiang Manza,994.0,2300191.0,10/5/2023,2023-6-3 3-28-14, 
2300194,2300194,9/26/2023,22310269.0,Flora Beauty Spa,64400.0,59680.0,2984.0,62664.0,Umm Ramool Rashidiya Dubai United Arab Emirates,SVTA Radio & VCA Laser to Flora Beauty Spa,Open,Franco Viola Parota,366.0,2300192.0,9/24/2023,2023-6-3 3-29-6, 
2300195,2300195,9/29/2023,22310280.0,Gulf Beauty Salon - Abu Dhabi,148400.0,138800.0,6940.0,145740.0,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,Open,Jessie Tolntion Matitu,1138.0,2300194.0,9/24/2023,2023-6-3 3-30-0, 
2300196,2300196,10/10/2023,22310093.0,Women's Medical Center (Dr. Ameena),8120.0,7660.0,383.0,8043.0,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,VTA Radio Hand Pice 4 and 5 Women's Medical Center (Dr. Ameena),Open,Jaime  Endaya,417.0,2300198.0,10/2/2023,2023-6-3 3-30-28, 
2300197,2300197,10/20/2023,22310029.0,Al Jameya Pharmacy,39200.0,35500.0,1775.0,37275.0,Union Cooperative Society  Ghusais,DeodLeaser & DeodLeaser Hand Piece to Al Jameya Pharmacy,Open,Allen Joseph Anora,365.0,2300195.0,10/16/2023,2023-6-3 3-31-1, 
2300198,2300198,10/22/2023,22310055.0,Al Noor Pharmacy,106960.0,96880.0,4844.0,101724.0,Mina,Portable Diode Laser Hair Removal Equipment to Al Noor Pharmacy,Open,Franco Viola Parota,366.0,2300196.0,10/15/2023,2023-6-3 3-31-25, 
2300199,2300199,11/4/2023,22310029.0,Al Jameya Pharmacy,64400.0,59000.0,2950.0,61950.0,Union Cooperative Society  Ghusais,Jumia and Konmision to Al Jameya Pharmacy,Open,Lucero Jackson Riconose,418.0,2300197.0,11/1/2023,2023-6-3 3-31-42, 
2300200,2300200,8/18/2023,22310298.0,HANI Pharmacy Abu Dhabi,42700.0,38000.0,1900.0,39900.0,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Open,Dev Kumar Rai,894.0,2300199.0,8/6/2023,2023-6-3 3-32-3, 
2300201,2300201,8/19/2023,22310359.0,Life Pharmacy LLC,79200.0,72000.0,3600.0,75600.0,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Open,Raj Kumar Giri,981.0,2300200.0,8/6/2023,2023-6-3 3-32-19, 
2300202,2300202,8/14/2023,22310439.0,NAS Medical,4200.0,3900.0,195.0,4095.0,Dubai United Arab Emirates,Dubai United Arab Emirates,Open,Jalil Khadim Hussain,1008.0,2300201.0,8/6/2023,2023-6-3 3-32-47, 
2300203,2300203,9/19/2023,22310131.0,Ali Bin Ali Medical,42000.0,40710.0,2036.0,42746.0,Doha Qatar,"SVTA Radio and Hand Pice 1, 2, 3 , 4, 5 to Ali Bin Ali Medical",Open,Jalil Khadim Hussain,1008.0,2300202.0,9/14/2023,2023-6-3 3-33-30, 
2300204,2300204,11/10/2023,22310093.0,Women's Medical Center (Dr. Ameena),21840.0,21080.0,1054.0,22134.0,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,SPA Slim & SVTA Radio Hand Pice 1 to Women's Medical Center (Dr. Ameena),Open,Ariel Abapo Naciogoyo,370.0,2300203.0,11/6/2023,2023-6-3 3-34-52, 
2300205,2300205,11/12/2023,22310131.0,Ali Bin Ali Medical,6300.0,5950.0,298.0,6248.0,Doha Qatar,DeodLeaser Hand Piece to Ali Bin Ali Medical,Open,Lucero Jackson Riconose,418.0,2300204.0,11/5/2023,2023-6-3 3-35-13, 
2300206,2300206,10/25/2023,22310133.0,Al Samnan Clinic,42000.0,38520.0,1926.0,40446.0,Al Wasit Street Samnan Sharjah United Arab Emirates,Hydra-new and Jumia to Al Samnan Clinic,Open,Franco Viola Parota,366.0,2300205.0,10/9/2023,2023-6-3 3-35-46, 
2300207,2300207,8/30/2023,22311852.0,Zaki Ladies Salon,9520.0,8130.0,407.0,8537.0,"Dubai Resort Shop 2, Anatara, The Palm","Dubai Resort Shop 2, Anatara, The Palm",Open,Jalil Khadim Hussain,1008.0,2300206.0,8/22/2023,2023-6-3 3-36-18, 
2300208,2300208,11/11/2023,22310200.0,German Clinic FZ LLC,93800.0,84350.0,4218.0,88568.0,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Caviation Laser & Crio Lipo to German Clinic FZ LLC,Open,Dev Kumar Rai,894.0,2300207.0,11/5/2023,2023-6-3 3-36-43, 
2300209,2300209,10/25/2023,22310252.0,Faith Pharmacy,5320.0,3930.0,197.0,4127.0,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,SVTA Radio Hand Pice 7 & 8 to Faith Pharmacy,Open,Jalil Khadim Hussain,1008.0,2300211.0,10/21/2023,2023-6-3 3-37-7, 
2300210,2300210,10/23/2023,22310200.0,German Clinic FZ LLC,9380.0,7180.0,359.0,7539.0,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,SVTA Radio Hand Pice 3 & 4,Open,Dev Kumar Rai,894.0,2300208.0,10/5/2023,2023-6-3 3-37-33, 
2300211,2300211,10/26/2023,22310207.0,Delta Pharmacy,81900.0,78000.0,3900.0,81900.0,Sharjah United Arab Emirates,RF Fractional CO2 Laser to Delta Pharmacy,Open,Raj Kumar Giri,981.0,2300209.0,10/24/2023,2023-6-3 3-38-47, 
2300212,2300212,11/8/2023,22310210.0,Al Burg Clinic,72380.0,66740.0,3337.0,70077.0,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,Microneedling RF & Microneedling RF - HandPiece to Al Burg Clinic,Open,Michael Cadiang Manza,994.0,2300210.0,11/4/2023,2023-6-3 3-39-17, 
2300213,2300213,11/7/2023,22310210.0,Al Burg Clinic,9940.0,9600.0,480.0,10080.0,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,SVTA Radio Hand Pice 4 & 5,Open,Michael Cadiang Manza,994.0,2300212.0,11/4/2023,2023-6-3 3-39-37, 
2300214,2300214,10/25/2023,22310269.0,Flora Beauty Spa,19600.0,15900.0,795.0,16695.0,Umm Ramool Rashidiya Dubai United Arab Emirates,DeodLeaser & DeodLeaser Hand Piece to Flora Beauty Spa,Open,Joyson Joseph Kalaparambath,1098.0,2300213.0,10/21/2023,2023-6-3 3-40-21, 
2300215,2300215,10/27/2023,22310280.0,Gulf Beauty Salon - Abu Dhabi,69720.0,61720.0,3086.0,64806.0,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,SVTA Radio and hand piece to  Gulf Beauty Salon - Abu Dhabi,Open,Jessie Tolntion Matitu,1138.0,2300214.0,10/24/2023,2023-6-3 3-40-44, 
2300216,2300216,11/15/2023,22310093.0,Women's Medical Center (Dr. Ameena),105000.0,101800.0,5090.0,106890.0,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,Open,Franco Viola Parota,366.0,2300218.0,11/12/2023,2023-6-3 3-41-14, 
2300217,2300217,9/19/2023,22310093.0,Women's Medical Center (Dr. Ameena),40915.0,37800.0,1890.0,39690.0,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,Microneedling RF and HandPiece to Women's Medical Center (Dr. Ameena),Open,Ariel Abapo Naciogoyo,370.0,2300216.0,9/14/2023,2023-6-3 3-41-55, 
2300218,2300218,11/16/2023,22310029.0,Al Jameya Pharmacy,66990.0,60975.0,3049.0,64024.0,Union Cooperative Society  Ghusais,Union Cooperative Society  Ghusais,Open,Allen Joseph Anora,365.0,2300215.0,11/10/2023,2023-6-3 3-44-41, 
2300219,2300219,11/13/2023,22310093.0,Women's Medical Center (Dr. Ameena),11480.0,10380.0,519.0,10899.0,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,SVTA Radio Hand Pice 3 & 4 to Women's Medical Center (Dr. Ameena),Open,Ariel Abapo Naciogoyo,370.0,2300217.0,11/6/2023,2023-6-3 3-44-55, 
2300220,2300220,11/9/2023,22310182.0,Spaces Spa Center,158200.0,133800.0,6690.0,140490.0,Oasis Center Dubai United Arab Emirates,Hydra Fresh & Hydra-new & Jumia to Spaces Spa Center,Open,Jinu Ambadan Jose,709.0,2300219.0,11/5/2023,2023-6-3 3-45-18, 
2300221,2300221,11/16/2023,22310102.0,Health & Aesthetic Medical Center,45640.0,42525.0,2126.0,44651.0,Buheira Corniche - Sharjah United Arab Emirates,Buheira Corniche - Sharjah United Arab Emirates,Open,Ariel Abapo Naciogoyo,370.0,2300220.0,11/13/2023,2023-6-3 3-45-37, 
2300222,2300222,12/4/2023,22310133.0,Al Samnan Clinic,35840.0,32110.0,1606.0,33716.0,Al Wasit Street Samnan Sharjah United Arab Emirates,Al Wasit Street Samnan Sharjah United Arab Emirates,Open,Allen Joseph Anora,365.0,2300221.0,12/1/2023,2023-6-3 3-46-32, 
2300223,2300223,12/10/2023,22310182.0,Spaces Spa Center,33600.0,30120.0,1506.0,31626.0,Oasis Center Dubai United Arab Emirates,Oasis Center Dubai United Arab Emirates,Open,Jaime  Endaya,417.0,2300222.0,12/7/2023,2023-6-3 3-46-46, 
2300224,2300224,12/15/2023,22310097.0,Sahar Pharmacy,65800.0,64045.0,3202.0,67247.0,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,Open,Ariel Abapo Naciogoyo,370.0,2300223.0,11/12/2023,2023-6-3 3-47-1, 
2300225,2300225,11/30/2023,22310207.0,Delta Pharmacy,46900.0,42200.0,2110.0,44310.0,Sharjah United Arab Emirates,Sharjah United Arab Emirates,Open,Sanjay Kumar Mandal,329.0,2300224.0,11/27/2023,2023-6-3 3-47-20, 
2300226,2300226,11/20/2023,22310210.0,Al Burg Clinic,44240.0,42950.0,2148.0,45098.0,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,Open,Jalil Khadim Hussain,1008.0,2300225.0,11/13/2023,2023-6-3 3-47-38, 
2300227,2300227,10/10/2023,22310200.0,German Clinic FZ LLC,44800.0,40100.0,2005.0,42105.0,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Crio Lipo and DeodLeaser Hand Piece to German Clinic FZ LLC,Open,Dev Kumar Rai,894.0,2300226.0,10/5/2023,2023-6-3 3-48-17, 
2300228,2300228,11/14/2023,22310133.0,Al Samnan Clinic,9800.0,7200.0,360.0,7560.0,Al Wasit Street Samnan Sharjah United Arab Emirates,My Ultrasonic to Al Samnan Clinic,Open,Allen Madrid Gomez,598.0,2300231.0,11/5/2023,2023-6-3 3-48-43, 
2300229,2300229,11/11/2023,22310055.0,Al Noor Pharmacy,13020.0,12360.0,618.0,12978.0,Mina,SVTA Radio Hand Pice 1 to Al Noor Pharmacy,Open,Allen Joseph Anora,365.0,2300227.0,11/6/2023,2023-6-3 3-49-5, 
2300230,2300230,11/10/2023,22310097.0,Sahar Pharmacy,79200.0,72000.0,3600.0,75600.0,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,VCA Laser & VCA Leaser Hand Piece to Sahar Pharmacy,Open,Tampos Antonio Magalona,415.0,2300228.0,11/5/2023,2023-6-3 3-49-19, 
2300231,2300231,10/24/2023,22310097.0,Sahar Pharmacy,72800.0,64800.0,3240.0,68040.0,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,Mickcara & My Ultrasonic to Sahar Pharmacy,Open,Tampos Antonio Magalona,415.0,2300229.0,10/25/2023,2023-6-3 3-49-38, 
2300232,2300232,11/9/2023,22310102.0,Health &amp; Aesthetic Medical Center,119200.0,105500.0,5275.0,110775.0,Buheira Corniche - Sharjah United Arab Emirates,VCA Laser & VCA Leaser Hand Piece to Health &amp; Aesthetic Medical Center,Open,Sanjay Kumar Mandal,329.0,2300230.0,11/5/2023,2023-6-3 3-50-9, 
2300233,2300233,12/5/2023,22310131.0,Ali Bin Ali Medical,18060.0,17600.0,880.0,18480.0,Doha Qatar,Doha Qatar,Open,Jaime  Endaya,417.0,2300236.0,12/1/2023,2023-6-3 3-50-23, 
2300234,2300234,10/27/2023,22310200.0,German Clinic FZ LLC,79200.0,65800.0,3290.0,69090.0,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,VCA Laser to VCA Leaser Hand Piece to German Clinic FZ LLC,Open,Dev Kumar Rai,894.0,2300232.0,10/24/2023,2023-6-3 3-50-50, 
2300235,2300235,10/26/2023,22310280.0,Gulf Beauty Salon - Abu Dhabi,28000.0,24800.0,1240.0,26040.0,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,My Ultrasonic & SPA Slim to Gulf Beauty Salon - Abu Dhabi,Open,Jessie Tolntion Matitu,1138.0,2300233.0,10/24/2023,2023-6-3 3-51-10, 
2300236,2300236,11/21/2023,22310252.0,Faith Pharmacy,23800.0,21160.0,1058.0,22218.0,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,Open,Allen Madrid Gomez,598.0,2300234.0,11/17/2023,2023-6-3 3-51-45, 
2300237,2300237,11/22/2023,22310055.0,Al Noor Pharmacy,14700.0,14180.0,709.0,14889.0,Mina,Mina,Open,Tampos Antonio Magalona,415.0,2300235.0,11/19/2023,2023-6-3 3-52-0, 
2300238,2300238,12/12/2023,22310200.0,German Clinic FZ LLC,17500.0,15200.0,760.0,15960.0,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Open,Lucero Jackson Riconose,418.0,2300237.0,12/7/2023,2023-6-3 3-52-53, 
2300239,2300239,11/27/2023,22310701.0,Grace Medical Centre,145600.0,136000.0,6800.0,142800.0,26th street Abu Dhabi United Arab Emirates,26th street Abu Dhabi United Arab Emirates,Open,Jessie Tolntion Matitu,1138.0,2300238.0,11/23/2023,2023-6-3 3-53-9, 
2300240,2300240,12/9/2023,22310747.0,Marjan Beauty Saloon JLT,144200.0,124400.0,6220.0,130620.0,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,Open,Ariel Abapo Naciogoyo,370.0,2300239.0,12/4/2023,2023-6-3 3-53-30, 
2300241,2300241,12/18/2023,22310776.0,Mafraq Hospital,39200.0,35500.0,1775.0,37275.0,P.O. 2951 Abu Dhabi - United Arab Emirates,P.O. 2951 Abu Dhabi - United Arab Emirates,Open,Allen Joseph Anora,365.0,2300240.0,12/15/2023,2023-6-3 3-53-43, 
2300242,2300242,12/31/2023,22310789.0,Al Sharq Hospital,64400.0,59000.0,2950.0,61950.0,Fujairah United Arab Emirates,Fujairah United Arab Emirates,Open,Lucero Jackson Riconose,418.0,2300241.0,12/31/2023,2023-6-3 3-54-5, 
2300243,2300243,12/31/2023,22310873.0,Sera Beauty Lounge,14980.0,13880.0,694.0,14574.0,Business Central Tower Media City Dubai United Arab Emriates,Business Central Tower Media City Dubai United Arab Emriates,Open,Ariel Abapo Naciogoyo,370.0,2300246.0,12/30/2023,2023-6-3 3-54-22, 
2300244,2300244,12/22/2023,22310269.0,Flora Beauty Spa,42000.0,38520.0,1926.0,40446.0,Umm Ramool Rashidiya Dubai United Arab Emirates,Umm Ramool Rashidiya Dubai United Arab Emirates,Open,Franco Viola Parota,366.0,2300243.0,12/8/2023,2023-6-3 3-54-38, 
2300245,2300245,12/9/2023,22310436.0,NADA Pharmacy,13720.0,11720.0,586.0,12306.0,Sharjah United Arab Emirates,Sharjah United Arab Emirates,Open,Michael Cadiang Manza,994.0,2300242.0,12/4/2023,2023-6-3 3-54-55, 
2300246,2300246,12/11/2023,22310280.0,Gulf Beauty Salon - Abu Dhabi,40915.0,36000.0,1800.0,37800.0,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,Open,Jinu Ambadan Jose,709.0,2300244.0,12/8/2023,2023-6-3 3-55-7, 
2300247,2300247,11/23/2023,22310286.0,Hamad Pharmacy,13440.0,12780.0,639.0,13419.0,Al Wasit Street Al Shaba Sharjah United Arab Emirates,Al Wasit Street Al Shaba Sharjah United Arab Emirates,Open,Ariel Abapo Naciogoyo,370.0,2300245.0,11/20/2023,2023-6-3 3-55-21, 
2300248,2300248,12/30/2023,22310916.0,Alexandria Pharmacy,79200.0,72000.0,3600.0,75600.0,Nahda 2 Dubai United Arab Emirates,Nahda 2 Dubai United Arab Emirates,Open,Tampos Antonio Magalona,415.0,2300247.0,12/29/2023,2023-6-3 3-56-14, 
2300249,2300249,12/30/2023,22311027.0,Visage Pharmacy,119200.0,105500.0,5275.0,110775.0,Corniche Road Abudhabi,Corniche Road Abudhabi,Open,Sanjay Kumar Mandal,329.0,2300248.0,12/29/2023,2023-6-3 3-57-2, 
2300250,2300250,12/30/2023,22311066.0,American European Medical Center,19600.0,17000.0,850.0,17850.0,American European Medical Center-Abudhabi,American European Medical Center-Abudhabi,Open,Allen Madrid Gomez,598.0,2300249.0,12/29/2023,2023-6-3 3-57-21, 
2300251,2300251,12/27/2023,22310888.0,Heavenly Spa,63000.0,55000.0,2750.0,57750.0,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,Open,Tampos Antonio Magalona,415.0,2300250.0,12/24/2023,2023-6-3 3-57-33, 
2300252,2300252,12/31/2023,22311134.0,Al Dar Medical Center,190400.0,166000.0,8300.0,174300.0,FujirahkhorfkanCornish area,FujirahkhorfkanCornish area,Open,Jinu Ambadan Jose,709.0,2300251.0,12/29/2023,2023-6-3 3-57-48, 
2300253,2300253,12/30/2023,22311052.0,Top Medical Group,10500.0,10150.0,508.0,10658.0,Dubai,Dubai,Open,Lucero Jackson Riconose,418.0,2300252.0,12/29/2023,2023-6-3 3-57-59, 
2300254,2300254,12/25/2023,22311242.0,ICON CLINIC LLC,118400.0,105000.0,5250.0,110250.0,Dr. Abeer Sawwaf Abudhabi,Dr. Abeer Sawwaf Abudhabi,Open,Dev Kumar Rai,894.0,2300253.0,12/23/2023,2023-6-3 3-58-12, 
2300255,2300255,12/8/2023,22310341.0,Kaya Trading,9380.0,7180.0,359.0,7539.0,"LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.","LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.",Open,Dev Kumar Rai,894.0,2300257.0,12/4/2023,2023-6-3 3-58-30, 
2300256,2300256,12/29/2023,22311664.0,Unicare Clinic,40915.0,35275.0,1764.0,37039.0,23 North Wing BurJuman Centre Sheik Khalifa Bin,23 North Wing BurJuman Centre Sheik Khalifa Bin,Open,Michael Cadiang Manza,994.0,2300254.0,12/28/2023,2023-6-3 3-58-49, 
2300257,2300257,12/26/2023,22311663.0,Zulekha Hospital LLC,81900.0,78000.0,3900.0,81900.0,"Al Qusais road,","Al Qusais road,",Open,Raj Kumar Giri,981.0,2300255.0,12/23/2023,2023-6-3 3-59-5, 
2300258,2300258,12/22/2023,22311863.0,Beverly Hills Speciality Center LLC,21700.0,18000.0,900.0,18900.0,"Al walid Khalid Bin Khadim Bldg,","Al walid Khalid Bin Khadim Bldg,",Open,Joyson Joseph Kalaparambath,1098.0,2300256.0,12/20/2023,2023-6-3 3-59-25, 
2300259,2300259,12/8/2023,22310439.0,NAS Medical,4200.0,3900.0,195.0,4095.0,Dubai United Arab Emirates,Dubai United Arab Emirates,Open,Jalil Khadim Hussain,1008.0,2300258.0,12/4/2023,2023-6-3 3-59-46, 
2300260,2300260,12/10/2023,22310802.0,Elite Medical Centre,66080.0,56000.0,2800.0,58800.0,Jumeirah 1 Beach Road Dubai United Arab Emirates,Jumeirah 1 Beach Road Dubai United Arab Emirates,Open,Franco Viola Parota,366.0,2300263.0,12/5/2023,2023-6-3 4-0-4, 
2300261,2300261,11/25/2023,22310646.0,American Hospital Dubai LLC,103600.0,98880.0,4944.0,103824.0,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,Open,Franco Viola Parota,366.0,2300259.0,11/23/2023,2023-6-3 4-0-24, 
2300262,2300262,11/27/2023,22310298.0,HANI Pharmacy Abu Dhabi,42700.0,38000.0,1900.0,39900.0,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Open,Dev Kumar Rai,894.0,2300260.0,11/25/2023,2023-6-3 4-0-43, 
2300263,2300263,11/30/2023,22310580.0,Al Qaser Medical Center,24500.0,18500.0,925.0,19425.0,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,Open,Joyson Joseph Kalaparambath,1098.0,2300262.0,11/28/2023,2023-6-3 4-0-58, 
2300264,2300264,11/28/2023,22310359.0,Life Pharmacy LLC,79200.0,72000.0,3600.0,75600.0,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Open,Raj Kumar Giri,981.0,2300261.0,11/26/2023,2023-6-3 4-2-11, 
2300265,2300265,12/27/2023,22310807.0,Aesthetica Clinic LLC,18900.0,18240.0,912.0,19152.0,Al Hamrain Center Dubai United Arab Emirates,Al Hamrain Center Dubai United Arab Emirates,Open,Allen Joseph Anora,365.0,2300264.0,12/26/2023,2023-6-3 4-2-41, 
2300266,2300266,12/30/2023,22311809.0,Carmen Beauty Salon,11340.0,11000.0,550.0,11550.0,"khalidiya street,","khalidiya street,",Open,Michael Cadiang Manza,994.0,2300265.0,12/28/2023,2023-6-3 4-3-8, 
2300269,2300269,2023-06-08,22310029.0,Al Jameya Pharmacy,284270.0,252263.0,11793.0,264056.0,Union Cooperative Society  Ghusais,"Microneedling RF, Diode Laser Hair Removal Device to  Al Jameya Pharmacy ",Open,Sanjay Kumar Kumar,329.0,2300268.0,2023-06-08,2023-6-9 0-15-59, 
