id,soRef,sno,itmCod,desc,qty,price,disc,tot,traDate,action
2300242,2300242,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3000,2023-5-28 15-33-51, 
2300243,2300243,1,10012000,Hydra-new,1,16800,280,16520,2023-5-28 15-33-57, 
2300243,2300243,2,10013000,Jumia,1,25200,3200,22000,2023-5-28 15-33-57, 
2300244,2300244,1,10001000,Microneedling RF,1,31465,2465,29000,2023-5-28 15-34-1, 
2300244,2300244,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7000,2023-5-28 15-34-1, 
2300245,2300245,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4680,2023-5-28 15-34-5, 
2300245,2300245,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8100,2023-5-28 15-34-5, 
2300246,2300246,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5000,2023-5-28 15-34-9, 
2300246,2300246,2,10018004,SVTA Radio Hand Pice 4,5,1820,220,8880,2023-5-28 15-34-9, 
2300247,2300247,1,10019000,VCA Laser,1,39200,3200,36000,2023-5-28 15-34-12, 
2300247,2300247,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-5-28 15-34-12, 
2300248,2300248,1,10019000,VCA Laser,1,39200,6200,33000,2023-5-28 15-34-17, 
2300248,2300248,2,10019001,VCA Leaser Hand Piece,2,40000,7500,72500,2023-5-28 15-34-17, 
2300249,2300249,1,10016000,My Ultrasonic,2,9800,2600,17000,2023-5-28 15-34-22, 
2300250,2300250,1,10015000,Mickcara,1,43400,4400,39000,2023-5-28 15-34-28, 
2300250,2300250,2,10016000,My Ultrasonic,2,9800,3600,16000,2023-5-28 15-34-28, 
2300251,2300251,1,10011000,Hydra Fresh,2,74200,15400,133000,2023-5-28 15-34-33, 
2300251,2300251,2,10012000,Hydra-new,1,16800,3800,13000,2023-5-28 15-34-33, 
2300251,2300251,3,10013000,Jumia,1,25200,5200,20000,2023-5-28 15-34-33, 
2300252,2300252,1,10008001,DeodLeaser Hand Piece,5,2100,350,10150,2023-5-28 15-34-38, 
2300253,2300253,1,10019000,VCA Laser,2,39200,9400,69000,2023-5-28 15-34-43, 
2300253,2300253,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-5-28 15-34-43, 
2300254,2300254,1,10001000,Microneedling RF,1,31465,3465,28000,2023-5-28 15-34-46, 
2300254,2300254,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7275,2023-5-28 15-34-46, 
2300255,2300255,1,10004000,RF Fractional CO2 Laser,1,81900,3900,78000,2023-5-28 15-34-52, 
2300256,2300256,1,10008000,DeodLeaser,1,15400,3400,12000,2023-5-28 15-34-58, 
2300256,2300256,2,10008001,DeodLeaser Hand Piece,3,2100,300,6000,2023-5-28 15-34-58, 
2300257,2300257,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2040,2023-5-28 15-35-5, 
2300257,2300257,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5140,2023-5-28 15-35-5, 
2300258,2300258,1,10008001,DeodLeaser Hand Piece,2,2100,300,3900,2023-5-28 15-35-9, 
2300259,2300259,1,10018000,SVTA Radio,1,25200,4400,20800,2023-5-28 15-35-13, 
2300259,2300259,2,10019000,VCA Laser,2,39200,320,78080,2023-5-28 15-35-13, 
